PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1276	XV	304124	305164	+	0	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-661	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
Interval_1430	XVI	572298	572705	+	0	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	232	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
Interval_606	VII	581625	581857	+	0	NA	promoter-TSS (YGR043C)	protein_coding-promoter-TSS (YGR043C)	-305	YGR043C	YGR043C	YGR043C			NQM1			protein_coding
Interval_436	V	68211	70353	+	0	NA	promoter-TSS (YEL044W)	protein_coding-promoter-TSS (YEL044W)	-17	YEL045C	YEL045C	YEL045C			YEL045C			protein_coding
Interval_54	II	251078	251637	+	0	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-341	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
Interval_873	XI	226070	226282	+	0	NA	promoter-TSS (YKL112W)	protein_coding-promoter-TSS (YKL112W)	-301	YKL113C	YKL113C	YKL113C			RAD27			protein_coding
Interval_126	III	22032	22238	+	0	NA	promoter-TSS (YCL061C)	protein_coding-promoter-TSS (YCL061C)	-29	YCL061C	YCL061C	YCL061C			MRC1			protein_coding
Interval_1277	XV	312556	312819	+	0	NA	promoter-TSS (YOL007C)	protein_coding-promoter-TSS (YOL007C)	-320	YOL007C	YOL007C	YOL007C			CSI2			protein_coding
Interval_853	XI	80472	80972	+	0	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-185	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
Interval_1443	XVI	689660	689892	+	0	NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	211	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
Interval_276	IV	907217	907593	+	0	NA	promoter-TSS (YDR219C)	protein_coding-promoter-TSS (YDR219C)	75	YDR221W	YDR221W	YDR221W			GTB1			protein_coding
Interval_1327	XV	761469	762583	+	0	NA	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	58	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
Interval_348	IV	1496684	1497045	+	0	NA	promoter-TSS (YDR529C)	protein_coding-promoter-TSS (YDR529C)	-316	YDR529C	YDR529C	YDR529C			QCR7			protein_coding
Interval_1471	XVI	927660	929013	+	0	NA	promoter-TSS (YPR195C)	protein_coding-promoter-TSS (YPR195C)	-42	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
Interval_1179	XIV	317828	318568	+	0	NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-527	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
Interval_941	XII	253021	253704	+	0	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-282	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
Interval_1095	XIII	480577	480911	+	0	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	-51	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
Interval_669	VII	1051882	1052655	+	0	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-543	YGR280C	YGR280C	YGR280C			PXR1			protein_coding
Interval_1343	XV	881875	882512	+	0	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-572	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
Interval_283	IV	959980	960271	+	0	NA	promoter-TSS (YDR249C)	protein_coding-promoter-TSS (YDR249C)	236	YDR250C	YDR250C	YDR250C			YDR250C			protein_coding
Interval_1040	XIII	46418	47217	+	0	NA	promoter-TSS (YML111W)	protein_coding-promoter-TSS (YML111W)	-125	YML111W	YML111W	YML111W			BUL2			protein_coding
Interval_499	V	469041	469482	+	0	NA	promoter-TSS (tV(AAC)E2)	tRNA-promoter-TSS (tV(AAC)E2)	-196	tV(AAC)E2	tV(AAC)E2	tV(AAC)E2			tV(AAC)E2			tRNA
Interval_308	IV	1189345	1189940	+	0	NA	promoter-TSS (YDR357C)	protein_coding-promoter-TSS (YDR357C)	-75	YDR357C	YDR357C	YDR357C			CNL1			protein_coding
Interval_41	II	159604	160068	+	0	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-143	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
Interval_116	II	718217	718908	+	0	NA	promoter-TSS (YBR249C)	protein_coding-promoter-TSS (YBR249C)	-471	YBR250W	YBR250W	YBR250W			SPO23			protein_coding
Interval_235	IV	521090	521337	+	0	NA	promoter-TSS (YDR034C-A)	protein_coding-promoter-TSS (YDR034C-A)	-101	YDR034W-B	YDR034W-B	YDR034W-B			YDR034W-B			protein_coding
Interval_320	IV	1278310	1280117	+	0	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	3	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
Interval_402	IX	381779	382667	+	0	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	275	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
Interval_380	IX	215011	215311	+	0	NA	TTS (YIL078W)	protein_coding-TTS (YIL078W)	792	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
Interval_693	VIII	143714	144091	+	0	NA	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-94	YHR020W	YHR020W	YHR020W			YHR020W			protein_coding
Interval_1208	XIV	483169	483587	+	0	NA	promoter-TSS (YNL076W)	protein_coding-promoter-TSS (YNL076W)	-178	YNL076W	YNL076W	YNL076W			MKS1			protein_coding
Interval_1155	XIV	65159	65369	+	0	NA	promoter-TSS (YNL300W)	protein_coding-promoter-TSS (YNL300W)	-480	YNL300W	YNL300W	YNL300W			TOS6			protein_coding
Interval_1275	XV	296299	296875	+	0	NA	promoter-TSS (YOL015W)	protein_coding-promoter-TSS (YOL015W)	-467	YOL016C	YOL016C	YOL016C			CMK2			protein_coding
Interval_1003	XII	789858	790242	+	0	NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-626	YLR332W	YLR332W	YLR332W			MID2			protein_coding
Interval_1466	XVI	887746	887978	+	0	NA	promoter-TSS (YPR173C)	protein_coding-promoter-TSS (YPR173C)	-25	YPR173C	YPR173C	YPR173C			VPS4			protein_coding
Interval_639	VII	828231	828907	+	0	NA	promoter-TSS (YGR164W)	protein_coding-promoter-TSS (YGR164W)	-56	YGR164W	YGR164W	YGR164W			YGR164W			protein_coding
Interval_999	XII	764315	764662	+	0	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-320	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
Interval_81	II	458462	458743	+	0	NA	promoter-TSS (YBR109C)	protein_coding-promoter-TSS (YBR109C)	-6	YBR109W-A	YBR109W-A	YBR109W-A			YBR109W-A			protein_coding
Interval_756	X	79573	80125	+	0	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-306	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
Interval_634	VII	786846	787126	+	0	NA	promoter-TSS (YGR147C)	protein_coding-promoter-TSS (YGR147C)	-66	YGR147C	YGR147C	YGR147C			NAT2			protein_coding
Interval_458	V	225388	225724	+	0	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-333	YER037W	YER037W	YER037W			PHM8			protein_coding
Interval_986	XII	677718	678036	+	0	NA	promoter-TSS (YLR266C)	protein_coding-promoter-TSS (YLR266C)	-153	YLR266C	YLR266C	YLR266C			PDR8			protein_coding
Interval_1037	XIII	24851	26828	+	0	NA	promoter-TSS (YML123C)	protein_coding-promoter-TSS (YML123C)	-39	YML123C	YML123C	YML123C			PHO84			protein_coding
Interval_352	IV	1524822	1525639	+	0	NA	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	293	YDR544C	YDR544C	YDR544C			YDR544C			protein_coding
Interval_770	X	146868	147770	+	0	NA	TTS (YJL141C)	protein_coding-TTS (YJL141C)	218	YJL143W	YJL143W	YJL143W			TIM17			protein_coding
Interval_1053	XIII	158812	160215	+	0	NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	130	YML058W	YML058W	YML058W			SML1			protein_coding
Interval_557	VII	200084	200333	+	0	NA	promoter-TSS (YGL160W)	protein_coding-promoter-TSS (YGL160W)	-66	YGL161C	YGL161C	YGL161C			YIP5			protein_coding
Interval_236	IV	521446	521634	+	0	NA	promoter-TSS (YDR034C-A)	protein_coding-promoter-TSS (YDR034C-A)	226	YDR034W-B	YDR034W-B	YDR034W-B			YDR034W-B			protein_coding
Interval_1409	XVI	404187	404698	+	0	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-359	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
Interval_420	MT	59633	62582	+	0	NA	promoter-TSS (Q0160)	protein_coding-promoter-TSS (Q0160)	85	Q0160	Q0160	Q0160			SCEI			protein_coding
Interval_1032	XII	1071486	1071896	+	0	NA	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	19	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
Interval_935	XII	187361	187887	+	0	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-495	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
Interval_249	IV	593242	594078	+	0	NA	promoter-TSS (YDR074W)	protein_coding-promoter-TSS (YDR074W)	-233	YDR074W	YDR074W	YDR074W			TPS2			protein_coding
Interval_596	VII	534917	535452	+	0	NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-726	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
Interval_525	VI	176607	177090	+	0	NA	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-457	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
Interval_1365	XV	1050798	1050975	+	0	NA	promoter-TSS (YOR380W)	protein_coding-promoter-TSS (YOR380W)	178	YOR379C	YOR379C	YOR379C			YOR379C			protein_coding
Interval_330	IV	1361828	1362676	+	0	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-71	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
Interval_810	X	517638	517857	+	0	NA	promoter-TSS (YJR043C)	protein_coding-promoter-TSS (YJR043C)	137	tM(CAU)J3	tM(CAU)J3	tM(CAU)J3			IMT3			tRNA
Interval_856	XI	95839	96897	+	0	NA	promoter-TSS (YKL184W)	protein_coding-promoter-TSS (YKL184W)	-389	YKL184W	YKL184W	YKL184W			SPE1			protein_coding
Interval_698	VIII	177216	177552	+	0	NA	promoter-TSS (YHR035W)	protein_coding-promoter-TSS (YHR035W)	615	YHR034C	YHR034C	YHR034C			PIH1			protein_coding
Interval_1133	XIII	861088	861968	+	0	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-394	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
Interval_1403	XVI	338796	340909	+	0	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-92	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
Interval_932	XII	108221	109147	+	0	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	288	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
Interval_621	VII	706863	707199	+	0	NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	148	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
Interval_359	IX	77458	77953	+	0	NA	promoter-TSS (YIL144W)	protein_coding-promoter-TSS (YIL144W)	-369	YIL144W	YIL144W	YIL144W			NDC80			protein_coding
Interval_875	XI	247855	248500	+	0	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	190	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
Interval_524	VI	106240	107738	+	0	NA	promoter-TSS (YFL013W-A)	protein_coding-promoter-TSS (YFL013W-A)	-26	YFL015C	YFL015C	YFL015C			YFL015C			protein_coding
Interval_1210	XIV	494614	495478	+	0	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-45	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
Interval_1242	XV	5047	5372	+	0	NA	promoter-TSS (YOL164W)	protein_coding-promoter-TSS (YOL164W)	-966	YOL164W	YOL164W	YOL164W			BDS1			protein_coding
Interval_842	X	717887	718073	+	0	NA	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	400	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
Interval_200	IV	241462	242147	+	0	NA	promoter-TSS (YDL122W)	protein_coding-promoter-TSS (YDL122W)	386	YDL123W	YDL123W	YDL123W			SNA4			protein_coding
Interval_984	XII	664966	665642	+	0	NA	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-302	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
Interval_429	V	18957	19134	+	0	NA	promoter-TSS (YEL070W)	protein_coding-promoter-TSS (YEL070W)	-544	YEL070W	YEL070W	YEL070W			DSF1			protein_coding
Interval_1050	XIII	124279	124568	+	0	NA	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-251	YML073C	YML073C	YML073C			RPL6A			protein_coding
Interval_501	V	473744	475164	+	0	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	351	YER153C	YER153C	YER153C			PET122			protein_coding
Interval_101	II	604186	604476	+	0	NA	promoter-TSS (YBR188C)	protein_coding-promoter-TSS (YBR188C)	-177	YBR189W	YBR189W	YBR189W			RPS9B			protein_coding
Interval_629	VII	770393	770650	+	0	NA	promoter-TSS (YGR141W)	protein_coding-promoter-TSS (YGR141W)	-48	YGR141W	YGR141W	YGR141W			VPS62			protein_coding
Interval_1264	XV	181144	181774	+	0	NA	promoter-TSS (YOL078W)	protein_coding-promoter-TSS (YOL078W)	-32	YOL080C	YOL080C	YOL080C			REX4			protein_coding
Interval_284	IV	974332	974569	+	0	NA	promoter-TSS (YDR258C)	protein_coding-promoter-TSS (YDR258C)	-207	YDR258C	YDR258C	YDR258C			HSP78			protein_coding
Interval_231	IV	501092	501680	+	0	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	286	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
Interval_870	XI	203015	203469	+	0	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	243	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
Interval_418	MT	43111	43612	+	0	NA	exon (Q0105, exon 6 of 6)	protein_coding-exon (Q0105, exon 6 of 6)	-3362	Q0130	Q0130	Q0130			OLI1			protein_coding
Interval_860	XI	127121	127303	+	0	NA	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-263	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
Interval_588	VII	443352	443559	+	0	NA	promoter-TSS (YGL028C)	protein_coding-promoter-TSS (YGL028C)	-546	YGL028C	YGL028C	YGL028C			SCW11			protein_coding
Interval_398	IX	348637	349000	+	0	NA	promoter-TSS (YIL003W)	protein_coding-promoter-TSS (YIL003W)	-304	YIL003W	YIL003W	YIL003W			CFD1			protein_coding
Interval_265	IV	794094	794392	+	0	NA	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	-354	YDR169C	YDR169C	YDR169C			STB3			protein_coding
Interval_826	X	608082	608270	+	0	NA	promoter-TSS (YJR094W-A)	protein_coding-promoter-TSS (YJR094W-A)	-129	YJR094W-A	YJR094W-A	YJR094W-A			RPL43B			protein_coding
Interval_562	VII	254274	254583	+	0	NA	promoter-TSS (YGL135W)	protein_coding-promoter-TSS (YGL135W)	-213	YGL135W	YGL135W	YGL135W			RPL1B			protein_coding
Interval_763	X	115625	116604	+	0	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-104	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
Interval_724	VIII	381382	381568	+	0	NA	promoter-TSS (snR32)	snoRNA-promoter-TSS (snR32)	-65	snR32	snR32	snR32			snR32			snoRNA
Interval_794	X	355399	355819	+	0	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	153	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
Interval_99	II	595533	596000	+	0	NA	promoter-TSS (YBR182C)	protein_coding-promoter-TSS (YBR182C)	-211	YBR182C-A	YBR182C-A	YBR182C-A			YBR182C-A			protein_coding
Interval_1106	XIII	560593	560814	+	0	NA	promoter-TSS (YMR149W)	protein_coding-promoter-TSS (YMR149W)	-293	YMR149W	YMR149W	YMR149W			SWP1			protein_coding
Interval_1272	XV	273790	274893	+	0	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	12	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
Interval_651	VII	922008	922267	+	0	NA	promoter-TSS (YGR215W)	protein_coding-promoter-TSS (YGR215W)	-38	YGR215W	YGR215W	YGR215W			RSM27			protein_coding
Interval_738	VIII	484039	484516	+	0	NA	promoter-TSS (YHR188C)	protein_coding-promoter-TSS (YHR188C)	249	YHR189W	YHR189W	YHR189W			PTH1			protein_coding
Interval_152	III	178210	179362	+	0	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	12	snR189	snR189	snR189			snR189			snoRNA
Interval_1076	XIII	334945	335159	+	0	NA	promoter-TSS (YMR031C)	protein_coding-promoter-TSS (YMR031C)	-246	YMR032W	YMR032W	YMR032W			HOF1			protein_coding
Interval_1103	XIII	551104	551905	+	0	NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-297	YMR142C	YMR142C	YMR142C			RPL13B			protein_coding
Interval_1102	XIII	545732	545927	+	0	NA	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-296	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
Interval_1274	XV	288182	288621	+	0	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	-19	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
Interval_257	IV	652141	652580	+	0	NA	Intergenic	Intergenic	-1234	YDR098C-A	YDR098C-A	YDR098C-A			YDR098C-A			protein_coding
Interval_1230	XIV	651797	652349	+	0	NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-361	YNR013C	YNR013C	YNR013C			PHO91			protein_coding
Interval_963	XII	502238	502441	+	0	NA	promoter-TSS (YLR172C)	protein_coding-promoter-TSS (YLR172C)	-82	YLR173W	YLR173W	YLR173W			YLR173W			protein_coding
Interval_157	III	223323	223812	+	0	NA	promoter-TSS (YCR057C)	protein_coding-promoter-TSS (YCR057C)	-339	YCR057C	YCR057C	YCR057C			PWP2			protein_coding
Interval_1295	XV	446196	447051	+	0	NA	promoter-TSS (YOR065W)	protein_coding-promoter-TSS (YOR065W)	115	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
Interval_1109	XIII	598898	599547	+	0	NA	promoter-TSS (YMR168C)	protein_coding-promoter-TSS (YMR168C)	-64	YMR168C	YMR168C	YMR168C			CEP3			protein_coding
Interval_173	IV	42598	42823	+	0	NA	promoter-TSS (YDL230W)	protein_coding-promoter-TSS (YDL230W)	10	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
Interval_334	IV	1402793	1403293	+	0	NA	promoter-TSS (YDR472W)	protein_coding-promoter-TSS (YDR472W)	124	snR13	snR13	snR13			snR13			snoRNA
Interval_1319	XV	670879	671422	+	0	NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-909	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
Interval_1033	XIII	5365	5708	+	0	NA	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-852	YML133C	YML133C	YML133C			YML133C			protein_coding
Interval_1287	XV	407866	408341	+	0	NA	promoter-TSS (YOR042W)	protein_coding-promoter-TSS (YOR042W)	31	snR9	snR9	snR9			snR9			snoRNA
Interval_269	IV	814092	814287	+	0	NA	promoter-TSS (YDR175C)	protein_coding-promoter-TSS (YDR175C)	-37	YDR175C	YDR175C	YDR175C			RSM24			protein_coding
Interval_900	XI	462886	463815	+	0	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-609	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
Interval_42	II	164126	165704	+	0	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-143	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
Interval_1385	XVI	132075	133129	+	0	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-441	YPL221W	YPL221W	YPL221W			FLC1			protein_coding
Interval_52	II	237612	238443	+	0	NA	promoter-TSS (YBL001C)	protein_coding-promoter-TSS (YBL001C)	-560	YBL001C	YBL001C	YBL001C			ECM15			protein_coding
Interval_1185	XIV	349792	350768	+	0	NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	391	YNL148C	YNL148C	YNL148C			ALF1			protein_coding
Interval_703	VIII	227323	227739	+	0	NA	promoter-TSS (YHR064C)	protein_coding-promoter-TSS (YHR064C)	-390	YHR064C	YHR064C	YHR064C			SSZ1			protein_coding
Interval_849	XI	46237	46909	+	0	NA	promoter-TSS (YKL208W)	protein_coding-promoter-TSS (YKL208W)	233	tT(CGU)K	tT(CGU)K	tT(CGU)K			TRT2			tRNA
Interval_127	III	24443	24671	+	0	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-211	YCL057W	YCL057W	YCL057W			PRD1			protein_coding
Interval_97	II	589244	589599	+	0	NA	promoter-TSS (YBR179C)	protein_coding-promoter-TSS (YBR179C)	-307	YBR179C	YBR179C	YBR179C			FZO1			protein_coding
Interval_850	XI	66102	66786	+	0	NA	exon (YKL201C, exon 1 of 1)	protein_coding-exon (YKL201C, exon 1 of 1)	1022	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
Interval_625	VII	739039	739851	+	0	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	323	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
Interval_531	VI	221367	223045	+	0	NA	promoter-TSS (YFR031C-A)	protein_coding-promoter-TSS (YFR031C-A)	492	RUF23	RUF23	RUF23			RUF23			ncRNA
Interval_1337	XV	836536	837310	+	0	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-492	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
Interval_1028	XII	1013404	1014340	+	0	NA	promoter-TSS (YLR439W)	protein_coding-promoter-TSS (YLR439W)	306	YLR438C-A	YLR438C-A	YLR438C-A			LSM3			protein_coding
Interval_1446	XVI	699984	700462	+	0	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-371	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_1238	XIV	763099	763286	+	0	NA	promoter-TSS (YNR069C)	protein_coding-promoter-TSS (YNR069C)	-600	YNR069C	YNR069C	YNR069C			BSC5			protein_coding
Interval_836	X	651151	651744	+	0	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-454	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
Interval_1350	XV	931257	931873	+	0	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-238	YOR328W	YOR328W	YOR328W			PDR10			protein_coding
Interval_814	X	531601	531805	+	0	NA	promoter-TSS (YJR052W)	protein_coding-promoter-TSS (YJR052W)	-125	tG(GCC)J2	tG(GCC)J2	tG(GCC)J2			SUF23			tRNA
Interval_575	VII	383352	385778	+	0	NA	promoter-TSS (YGL062W)	protein_coding-promoter-TSS (YGL062W)	86	YGL063C-A	YGL063C-A	YGL063C-A			YGL063C-A			protein_coding
Interval_509	V	569421	570714	+	0	NA	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-160	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
Interval_188	IV	147761	148059	+	0	NA	promoter-TSS (YDL173W)	protein_coding-promoter-TSS (YDL173W)	-281	YDL173W	YDL173W	YDL173W			PAR32			protein_coding
Interval_1468	XVI	900076	900493	+	0	NA	promoter-TSS (YPR181C)	protein_coding-promoter-TSS (YPR181C)	90	YPR182W	YPR182W	YPR182W			SMX3			protein_coding
Interval_1125	XIII	763251	763502	+	0	NA	promoter-TSS (snR86)	snoRNA-promoter-TSS (snR86)	-263	snR86	snR86	snR86			snR86			snoRNA
Interval_1427	XVI	534716	534907	+	0	NA	promoter-TSS (YPL010W)	protein_coding-promoter-TSS (YPL010W)	-108	YPL011C	YPL011C	YPL011C			TAF3			protein_coding
Interval_312	IV	1226601	1226849	+	0	NA	promoter-TSS (YDR375C)	protein_coding-promoter-TSS (YDR375C)	-97	YDR376W	YDR376W	YDR376W			ARH1			protein_coding
Interval_706	VIII	266987	267992	+	0	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-49	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
Interval_812	X	523977	524678	+	0	NA	promoter-TSS (tS(AGA)J)	tRNA-promoter-TSS (tS(AGA)J)	-234	tS(AGA)J	tS(AGA)J	tS(AGA)J			tS(AGA)J			tRNA
Interval_159	III	227840	229085	+	0	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	43	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
Interval_1027	XII	1011396	1012618	+	0	NA	promoter-TSS (YLR436C)	protein_coding-promoter-TSS (YLR436C)	16	YLR437C	YLR437C	YLR437C			DIF1			protein_coding
Interval_892	XI	381920	383555	+	0	NA	promoter-TSS (YKL032C)	protein_coding-promoter-TSS (YKL032C)	239	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
Interval_472	V	292702	292910	+	0	NA	promoter-TSS (YER066C-A)	protein_coding-promoter-TSS (YER066C-A)	-243	YER067C-A	YER067C-A	YER067C-A			YER067C-A			protein_coding
Interval_1059	XIII	223881	224259	+	0	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-242	YML026C	YML026C	YML026C			RPS18B			protein_coding
Interval_515	VI	54450	55270	+	0	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-164	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
Interval_1392	XVI	214205	215681	+	0	NA	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-981	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
Interval_1352	XV	965883	966307	+	0	NA	TTS (YOR341W)	protein_coding-TTS (YOR341W)	1530	YOR342C	YOR342C	YOR342C			YOR342C			protein_coding
Interval_1262	XV	167964	168586	+	0	NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-452	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
