PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R2_peak_429	XII	448481	451073	+	19	NA	Intergenic	Intergenic	-1056	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
SPT5_T0_R2_peak_622	XVI	114194	114825	+	19	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-803	YPL230W	YPL230W	YPL230W			USV1			protein_coding
SPT5_T0_R2_peak_234	V	544658	545477	+	19	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-544	YER177W	YER177W	YER177W			BMH1			protein_coding
SPT5_T0_R2_peak_444	XII	734719	735022	+	19	NA	promoter-TSS (tI(AAU)L1)	tRNA-promoter-TSS (tI(AAU)L1)	68	tI(AAU)L1	tI(AAU)L1	tI(AAU)L1			tI(AAU)L1			tRNA
SPT5_T0_R2_peak_575	XV	315900	316590	+	19	NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-70	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
SPT5_T0_R2_peak_347	X	122907	123714	+	19	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-362	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T0_R2_peak_251	VII	10094	10353	+	19	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-887	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
SPT5_T0_R2_peak_223	V	408804	409535	+	19	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-106	YER124C	YER124C	YER124C			DSE1			protein_coding
SPT5_T0_R2_peak_510	XIII	851805	852243	+	19	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-433	YMR290C	YMR290C	YMR290C			HAS1			protein_coding
SPT5_T0_R2_peak_259	VII	165308	166495	+	19	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-810	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T0_R2_peak_452	XII	830438	830818	+	19	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-264	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
SPT5_T0_R2_peak_358	X	337370	337871	+	19	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	383	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
SPT5_T0_R2_peak_266	VII	366077	366709	+	19	NA	promoter-TSS (YGL076C)	protein_coding-promoter-TSS (YGL076C)	76	snR39B	snR39B	snR39B			snR39B			snoRNA
SPT5_T0_R2_peak_440	XII	704328	705077	+	19	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	131	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
SPT5_T0_R2_peak_511	XIII	861099	861747	+	19	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-499	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T0_R2_peak_614	XVI	22131	22716	+	19	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-515	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
SPT5_T0_R2_peak_585	XV	618645	619591	+	19	NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-722	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
SPT5_T0_R2_peak_551	XIV	707890	708420	+	19	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	367	YNR046W	YNR046W	YNR046W			TRM112			protein_coding
SPT5_T0_R2_peak_521	XIV	104575	104942	+	19	NA	promoter-TSS (YNL284C)	protein_coding-promoter-TSS (YNL284C)	-47	tT(AGU)N1	tT(AGU)N1	tT(AGU)N1			tT(AGU)N1			tRNA
SPT5_T0_R2_peak_274	VII	479937	481950	+	18	NA	exon (YGL008C, exon 1 of 1)	protein_coding-exon (YGL008C, exon 1 of 1)	1723	YGL008C	YGL008C	YGL008C			PMA1			protein_coding
SPT5_T0_R2_peak_365	X	453668	455922	+	18	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-114	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
SPT5_T0_R2_peak_356	X	291156	291488	+	18	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-548	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
SPT5_T0_R2_peak_364	X	424216	425000	+	18	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	-93	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
SPT5_T0_R2_peak_503	XIII	652119	654100	+	18	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	27	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
SPT5_T0_R2_peak_152	IX	21697	22210	+	18	NA	TTS (YIL170W)	pseudogene-TTS (YIL170W)	2106	YIL170W	YIL170W	YIL170W			HXT12			pseudogene
SPT5_T0_R2_peak_320	VIII	62475	62781	+	18	NA	promoter-TSS (YHL023C)	protein_coding-promoter-TSS (YHL023C)	-65	YHL023C	YHL023C	YHL023C			NPR3			protein_coding
SPT5_T0_R2_peak_593	XV	769783	770313	+	18	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-752	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T0_R2_peak_434	XII	605312	605508	+	18	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	22	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
SPT5_T0_R2_peak_569	XV	218363	218937	+	18	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-561	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
SPT5_T0_R2_peak_422	XII	92562	92921	+	18	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	193	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
SPT5_T0_R2_peak_641	XVI	645184	646074	+	18	NA	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-321	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
SPT5_T0_R2_peak_272	VII	433270	433902	+	18	NA	promoter-TSS (YGL034C)	protein_coding-promoter-TSS (YGL034C)	-7	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
SPT5_T0_R2_peak_486	XIII	302506	303033	+	18	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-284	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
SPT5_T0_R2_peak_589	XV	671050	671283	+	18	NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-925	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
SPT5_T0_R2_peak_104	IV	385872	387032	+	18	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-865	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
SPT5_T0_R2_peak_24	II	116934	117237	+	18	NA	promoter-TSS (YBL054W)	protein_coding-promoter-TSS (YBL054W)	-256	YBL055C	YBL055C	YBL055C			YBL055C			protein_coding
SPT5_T0_R2_peak_35	II	255178	256429	+	18	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-119	YBR009C	YBR009C	YBR009C			HHF1			protein_coding
SPT5_T0_R2_peak_363	X	415885	416081	+	18	NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	53	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
SPT5_T0_R2_peak_533	XIV	415585	416625	+	18	NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1197	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
SPT5_T0_R2_peak_108	IV	488788	489387	+	18	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	-217	tV(UAC)D	tV(UAC)D	tV(UAC)D			tV(UAC)D			tRNA
SPT5_T0_R2_peak_370	X	623141	623808	+	18	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-107	YJR105W	YJR105W	YJR105W			ADO1			protein_coding
SPT5_T0_R2_peak_652	XVI	840190	840955	+	18	NA	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-694	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
SPT5_T0_R2_peak_194	V	56281	56621	+	18	NA	promoter-TSS (YEL052W)	protein_coding-promoter-TSS (YEL052W)	-120	YEL052W	YEL052W	YEL052W			AFG1			protein_coding
SPT5_T0_R2_peak_532	XIV	374779	375183	+	18	NA	promoter-TSS (YNL132W)	protein_coding-promoter-TSS (YNL132W)	112	tF(GAA)N	tF(GAA)N	tF(GAA)N			tF(GAA)N			tRNA
SPT5_T0_R2_peak_180	MT	18042	18724	+	18	NA	exon (Q0055, exon 2 of 2)	protein_coding-exon (Q0055, exon 2 of 2)	4565	Q0055	Q0055	Q0055			AI2			protein_coding
SPT5_T0_R2_peak_473	XIII	91173	92004	+	18	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-179	YML089C	YML089C	YML089C			YML089C			protein_coding
SPT5_T0_R2_peak_101	IV	366176	367250	+	18	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-839	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
SPT5_T0_R2_peak_457	XII	903260	903665	+	18	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	-262	YLR390W-A	YLR390W-A	YLR390W-A			CCW14			protein_coding
SPT5_T0_R2_peak_485	XIII	287564	287827	+	18	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-384	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T0_R2_peak_595	XV	825663	826071	+	18	NA	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	65	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
SPT5_T0_R2_peak_519	XIV	87049	87504	+	18	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-621	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
SPT5_T0_R2_peak_32	II	221348	221558	+	18	NA	exon (YBL005W-A, exon 1 of 1)	protein_coding-exon (YBL005W-A, exon 1 of 1)	123	YBL005W-A	YBL005W-A	YBL005W-A			YBL005W-A			protein_coding
SPT5_T0_R2_peak_332	VIII	375184	375506	+	18	NA	promoter-TSS (YHR136C)	protein_coding-promoter-TSS (YHR136C)	-245	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
SPT5_T0_R2_peak_578	XV	462451	462838	+	18	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	853	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T0_R2_peak_257	VII	149061	149313	+	18	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-223	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
SPT5_T0_R2_peak_62	II	798741	798989	+	18	NA	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-343	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
SPT5_T0_R2_peak_502	XIII	625674	626140	+	18	NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	96	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
SPT5_T0_R2_peak_58	II	642683	642967	+	18	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	242	YBR209W	YBR209W	YBR209W			YBR209W			protein_coding
SPT5_T0_R2_peak_10	I	143456	143836	+	17	NA	promoter-TSS (YAL002W)	protein_coding-promoter-TSS (YAL002W)	-61	YAL002W	YAL002W	YAL002W			VPS8			protein_coding
SPT5_T0_R2_peak_635	XVI	497799	498011	+	17	NA	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-191	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
SPT5_T0_R2_peak_14	I	210959	211168	+	17	NA	Intergenic	Intergenic	2696	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
SPT5_T0_R2_peak_187	MT	59633	62582	+	17	NA	promoter-TSS (Q0160)	protein_coding-promoter-TSS (Q0160)	85	Q0160	Q0160	Q0160			SCEI			protein_coding
SPT5_T0_R2_peak_166	IX	258410	258749	+	17	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-299	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
SPT5_T0_R2_peak_408	XI	513379	514532	+	17	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-552	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
SPT5_T0_R2_peak_37	II	356275	356764	+	17	NA	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	47	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
SPT5_T0_R2_peak_277	VII	534917	535452	+	17	NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-726	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
SPT5_T0_R2_peak_544	XIV	567297	568306	+	17	NA	promoter-TSS (tP(UGG)N2)	tRNA-promoter-TSS (tP(UGG)N2)	-314	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
SPT5_T0_R2_peak_623	XVI	132270	132514	+	17	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-277	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
SPT5_T0_R2_peak_49	II	483527	483832	+	17	NA	promoter-TSS (YBR121C)	protein_coding-promoter-TSS (YBR121C)	-312	YBR121C	YBR121C	YBR121C			GRS1			protein_coding
SPT5_T0_R2_peak_567	XV	170158	170805	+	17	NA	promoter-TSS (YOL081W)	protein_coding-promoter-TSS (YOL081W)	-589	YOL081W	YOL081W	YOL081W			IRA2			protein_coding
SPT5_T0_R2_peak_260	VII	197180	197952	+	17	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-572	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T0_R2_peak_387	XI	162791	164844	+	17	NA	exon (YKL152C, exon 1 of 1)	protein_coding-exon (YKL152C, exon 1 of 1)	217	YKL153W	YKL153W	YKL153W			YKL153W			protein_coding
SPT5_T0_R2_peak_293	VII	788351	788813	+	17	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-449	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
SPT5_T0_R2_peak_629	XVI	404449	404698	+	17	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-377	YPL081W	YPL081W	YPL081W			RPS9A			protein_coding
SPT5_T0_R2_peak_53	II	564886	565520	+	17	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-28	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
SPT5_T0_R2_peak_606	XV	965883	966307	+	17	NA	TTS (YOR341W)	protein_coding-TTS (YOR341W)	1530	YOR342C	YOR342C	YOR342C			YOR342C			protein_coding
SPT5_T0_R2_peak_122	IV	884448	884650	+	17	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	-178	YDR211W	YDR211W	YDR211W			GCD6			protein_coding
SPT5_T0_R2_peak_261	VII	200084	200333	+	17	NA	promoter-TSS (YGL160W)	protein_coding-promoter-TSS (YGL160W)	-66	YGL161C	YGL161C	YGL161C			YIP5			protein_coding
SPT5_T0_R2_peak_184	MT	40840	41737	+	17	NA	exon (Q0120, exon 4 of 4)	protein_coding-exon (Q0120, exon 4 of 4)	4748	Q0110	Q0110	Q0110			BI2			protein_coding
SPT5_T0_R2_peak_271	VII	422882	423305	+	17	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	1	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T0_R2_peak_505	XIII	675054	675359	+	17	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-440	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
SPT5_T0_R2_peak_414	XI	630583	630903	+	17	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-409	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
SPT5_T0_R2_peak_421	XII	83918	84623	+	17	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-534	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
SPT5_T0_R2_peak_282	VII	576553	577004	+	17	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-709	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
SPT5_T0_R2_peak_66	III	77646	78592	+	17	NA	promoter-TSS (YCL025C)	protein_coding-promoter-TSS (YCL025C)	-200	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
SPT5_T0_R2_peak_114	IV	555086	555578	+	17	NA	TTS (YDR049W)	protein_coding-TTS (YDR049W)	1140	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T0_R2_peak_157	IX	141912	142776	+	17	NA	promoter-TSS (YIL116W)	protein_coding-promoter-TSS (YIL116W)	-584	YIL116W	YIL116W	YIL116W			HIS5			protein_coding
SPT5_T0_R2_peak_353	X	224109	224429	+	17	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-786	YJL105W	YJL105W	YJL105W			SET4			protein_coding
SPT5_T0_R2_peak_13	I	198354	198701	+	17	NA	Intergenic	Intergenic	3260	YAR047C	YAR047C	YAR047C			YAR047C			protein_coding
SPT5_T0_R2_peak_70	III	124845	125484	+	17	NA	TTS (YCR007C)	protein_coding-TTS (YCR007C)	-1516	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
SPT5_T0_R2_peak_130	IV	1059106	1059406	+	17	NA	promoter-TSS (YDR298C)	protein_coding-promoter-TSS (YDR298C)	-371	YDR299W	YDR299W	YDR299W			BFR2			protein_coding
SPT5_T0_R2_peak_93	IV	234213	234650	+	16	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-496	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T0_R2_peak_95	IV	302853	303068	+	16	NA	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-251	YDL085W	YDL085W	YDL085W			NDE2			protein_coding
SPT5_T0_R2_peak_39	II	373614	374619	+	16	NA	exon (YBR068C, exon 1 of 1)	protein_coding-exon (YBR068C, exon 1 of 1)	-1381	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
SPT5_T0_R2_peak_480	XIII	225496	225876	+	16	NA	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-203	YML024W	YML024W	YML024W			RPS17A			protein_coding
SPT5_T0_R2_peak_607	XV	967917	968290	+	16	NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	371	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
SPT5_T0_R2_peak_231	V	467631	468103	+	16	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-397	YER149C	YER149C	YER149C			PEA2			protein_coding
SPT5_T0_R2_peak_27	II	159762	159960	+	16	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-168	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
SPT5_T0_R2_peak_215	V	311622	312185	+	16	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	192	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
SPT5_T0_R2_peak_381	XI	80692	80954	+	16	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-212	YKL191W	YKL191W	YKL191W			DPH2			protein_coding
SPT5_T0_R2_peak_514	XIII	903948	904683	+	16	NA	promoter-TSS (YMR315W-A)	protein_coding-promoter-TSS (YMR315W-A)	29	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
SPT5_T0_R2_peak_256	VII	122186	122437	+	16	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	42	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
SPT5_T0_R2_peak_4	I	34478	34975	+	16	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-429	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
SPT5_T0_R2_peak_564	XV	128045	128467	+	16	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-336	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
SPT5_T0_R2_peak_555	XV	21085	21846	+	16	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-154	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
SPT5_T0_R2_peak_185	MT	43355	43607	+	16	NA	exon (Q0105, exon 6 of 6)	protein_coding-exon (Q0105, exon 6 of 6)	-3242	Q0130	Q0130	Q0130			OLI1			protein_coding
SPT5_T0_R2_peak_248	VI	251975	252329	+	16	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-349	YFR051C	YFR051C	YFR051C			RET2			protein_coding
SPT5_T0_R2_peak_254	VII	73616	74631	+	16	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-221	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
SPT5_T0_R2_peak_618	XVI	67014	67591	+	16	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-423	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
SPT5_T0_R2_peak_8	I	138568	139218	+	16	NA	promoter-TSS (YAL007C)	protein_coding-promoter-TSS (YAL007C)	-259	tP(UGG)A	tP(UGG)A	tP(UGG)A			TRN1			tRNA
SPT5_T0_R2_peak_182	MT	28739	29001	+	16	NA	exon (Q0085, exon 1 of 1)	protein_coding-exon (Q0085, exon 1 of 1)	383	Q0085	Q0085	Q0085			ATP6			protein_coding
SPT5_T0_R2_peak_647	XVI	775456	775816	+	16	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	200	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
SPT5_T0_R2_peak_558	XV	79897	80162	+	16	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-319	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T0_R2_peak_292	VII	785546	785771	+	16	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-221	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T0_R2_peak_557	XV	69099	69296	+	16	NA	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-443	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
SPT5_T0_R2_peak_599	XV	877840	878235	+	16	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-352	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
SPT5_T0_R2_peak_462	XII	1002164	1003145	+	16	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	97	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
SPT5_T0_R2_peak_355	X	256880	257097	+	16	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-176	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
SPT5_T0_R2_peak_118	IV	721664	722086	+	16	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-394	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
SPT5_T0_R2_peak_369	X	531601	531805	+	15	NA	promoter-TSS (YJR052W)	protein_coding-promoter-TSS (YJR052W)	-125	tG(GCC)J2	tG(GCC)J2	tG(GCC)J2			SUF23			tRNA
SPT5_T0_R2_peak_103	IV	384364	384867	+	15	NA	promoter-TSS (YDL039C)	protein_coding-promoter-TSS (YDL039C)	-534	YDL039C	YDL039C	YDL039C			PRM7			protein_coding
SPT5_T0_R2_peak_633	XVI	450901	451422	+	15	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-784	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
SPT5_T0_R2_peak_227	V	435627	436224	+	15	NA	promoter-TSS (tK(CUU)E2)	tRNA-promoter-TSS (tK(CUU)E2)	-101	tK(CUU)E2	tK(CUU)E2	tK(CUU)E2			tK(CUU)E2			tRNA
SPT5_T0_R2_peak_432	XII	498179	498773	+	15	NA	promoter-TSS (YLR166C)	protein_coding-promoter-TSS (YLR166C)	-432	YLR166C	YLR166C	YLR166C			SEC10			protein_coding
SPT5_T0_R2_peak_74	III	169751	170045	+	15	NA	TTS (YCR028C)	protein_coding-TTS (YCR028C)	-1526	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
SPT5_T0_R2_peak_535	XIV	479281	479853	+	15	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-201	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
SPT5_T0_R2_peak_75	III	176615	177230	+	15	NA	promoter-TSS (YCR030C)	protein_coding-promoter-TSS (YCR030C)	-261	snR65	snR65	snR65			snR65			snoRNA
SPT5_T0_R2_peak_99	IV	341301	341517	+	15	NA	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-210	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
SPT5_T0_R2_peak_109	IV	501092	501680	+	15	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	286	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
SPT5_T0_R2_peak_146	IV	1454735	1455033	+	15	NA	promoter-TSS (YDR502C)	protein_coding-promoter-TSS (YDR502C)	-420	YDR502C	YDR502C	YDR502C			SAM2			protein_coding
SPT5_T0_R2_peak_411	XI	578311	579171	+	15	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-224	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
SPT5_T0_R2_peak_610	XV	1003301	1003774	+	15	NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-312	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
SPT5_T0_R2_peak_496	XIII	480641	480911	+	15	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	-83	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
SPT5_T0_R2_peak_348	X	136149	137214	+	15	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	92	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
