chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
XIII	914759	915761	Interval_1144	4	4	TRUE	TRUE	TRUE	TRUE	4.83461	5.87769	4.02609	3.36548	4.51198	6.07198	3.16507	2.07255	6.69408	8.48266	5.10277	3.86866	914759	914891	915091	914884	915475	915697	915761	915688
XIII	923374	924306	Interval_1145	4	4	TRUE	TRUE	TRUE	TRUE	7.17924	9.3191	4.46654	5.69671	9.36461	13.2383	4.16107	5.93981	12.1662	16.2687	6.24454	8.47839	923374	923772	923826	923772	924306	924217	924285	924206
XIV	6570	7336	Interval_1146	4	4	TRUE	TRUE	TRUE	TRUE	5.40596	6.74515	2.81811	4.37106	8.04656	7.7809	1.87592	3.68569	10.7262	10.3623	3.57847	5.79072	6593	6570	6603	6593	7194	7336	6887	7156
XIV	19202	19441	Interval_1147	1	1	TRUE	FALSE	FALSE	FALSE	3.04161	NA	NA	NA	1.60707	NA	NA	NA	3.28464	NA	NA	NA	19202	NA	NA	NA	19441	NA	NA	NA
XIV	23449	23815	Interval_1148	1	1	TRUE	FALSE	FALSE	FALSE	3.15604	NA	NA	NA	1.7541	NA	NA	NA	3.45746	NA	NA	NA	23449	NA	NA	NA	23815	NA	NA	NA
XIV	27444	27674	Interval_1149	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.70299	NA	NA	NA	1.15285	NA	NA	NA	2.74188	NA	NA	NA	27444	NA	NA	NA	27674
XIV	37004	37742	Interval_1150	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.95447	NA	NA	NA	1.52586	NA	NA	NA	3.15826	NA	NA	NA	37004	NA	NA	NA	37742	NA
XIV	51731	51933	Interval_1151	1	1	TRUE	FALSE	FALSE	FALSE	2.81452	NA	NA	NA	1.31307	NA	NA	NA	2.93794	NA	NA	NA	51731	NA	NA	NA	51933	NA	NA	NA
XIV	57578	58089	Interval_1152	2	2	TRUE	FALSE	FALSE	TRUE	2.98858	NA	NA	3.22058	1.59242	NA	NA	1.91514	3.26971	NA	NA	3.63314	57578	NA	NA	57767	58089	NA	NA	58064
XIV	59855	60207	Interval_1153	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.50929	2.69525	NA	NA	2.62332	1.35133	NA	NA	4.46745	2.95927	NA	NA	59930	59855	NA	NA	60207	60120
XIV	62956	63680	Interval_1154	4	4	TRUE	TRUE	TRUE	TRUE	4.21624	3.56754	3.53079	4.74595	3.56842	2.32872	2.48731	4.40046	5.56841	4.18338	4.29842	6.63436	63071	62956	63118	63062	63510	63680	63405	63401
XIV	65158	65369	Interval_1155	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.85023	NA	NA	NA	1.46132	NA	NA	NA	3.09872	NA	NA	NA	65158	NA	NA	NA	65369
XIV	68500	68906	Interval_1156	2	2	TRUE	FALSE	FALSE	TRUE	3.83885	NA	NA	3.33017	2.68613	NA	NA	2.09483	4.59088	NA	NA	3.87105	68500	NA	NA	68526	68684	NA	NA	68906
XIV	76700	76945	Interval_1157	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.54775	NA	NA	NA	1.02257	NA	NA	NA	2.50628	NA	NA	NA	76700	NA	NA	NA	76945
XIV	87048	87666	Interval_1158	4	4	TRUE	TRUE	TRUE	TRUE	2.89616	3.2863	3.74563	3.17806	1.42038	1.88241	3.03423	1.81783	3.08126	3.66616	4.92211	3.53391	87129	87048	87394	87274	87510	87504	87648	87666
XIV	88939	90156	Interval_1159	3	3	TRUE	TRUE	TRUE	FALSE	3.58213	3.52573	2.88399	NA	2.47894	2.26727	1.53424	NA	4.31962	4.12218	3.16999	NA	89098	88939	89572	NA	90110	90156	90087	NA
XIV	96136	96458	Interval_1160	2	2	TRUE	FALSE	TRUE	FALSE	4.65499	NA	3.45871	NA	4.10534	NA	2.34318	NA	6.2285	NA	4.14307	NA	96221	NA	96136	NA	96438	NA	96458	NA
XIV	104139	104942	Interval_1161	3	3	TRUE	TRUE	FALSE	TRUE	3.11203	3.3395	NA	2.90149	1.69483	1.94479	NA	1.45903	3.38342	3.77133	NA	3.08815	104701	104574	NA	104139	104908	104942	NA	104836
XIV	107233	107533	Interval_1162	2	2	TRUE	FALSE	TRUE	FALSE	3.24383	NA	4.07494	NA	1.90282	NA	3.51413	NA	3.6578	NA	5.50358	NA	107243	NA	107233	NA	107533	NA	107532	NA
XIV	110237	110768	Interval_1163	2	2	TRUE	TRUE	FALSE	FALSE	2.56875	3.76588	NA	NA	1.01549	2.60473	NA	NA	2.53712	4.53077	NA	NA	110555	110237	NA	NA	110768	110757	NA	NA
XIV	112671	113074	Interval_1164	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.83617	NA	NA	NA	4.77507	NA	NA	NA	6.9405	NA	NA	NA	112671	NA	NA	NA	113074	NA
XIV	116554	117061	Interval_1165	4	4	TRUE	TRUE	TRUE	TRUE	2.87563	2.94279	3.17288	2.57392	1.38449	1.41226	1.87563	1.08033	3.00669	3.1449	3.56795	2.60128	116691	116554	116715	116689	116982	116982	117029	117061
XIV	137957	138416	Interval_1166	3	3	TRUE	FALSE	TRUE	TRUE	4.87327	NA	3.94122	3.59311	4.28312	NA	2.9713	2.40626	6.46541	NA	4.89336	4.26609	137988	NA	137957	137962	138416	NA	138201	138403
XIV	172797	173223	Interval_1167	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.64542	NA	NA	NA	1.08033	NA	NA	NA	2.65062	NA	NA	NA	172797	NA	NA	NA	173223
XIV	187414	187860	Interval_1168	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.74542	NA	NA	NA	1.19109	NA	NA	NA	2.80617	NA	NA	NA	187414	NA	NA	NA	187860	NA	NA
XIV	198036	199104	Interval_1169	4	4	TRUE	TRUE	TRUE	TRUE	3.52656	3.83043	3.14521	5.18767	2.436	2.66909	2.0008	5.0021	4.27722	4.61762	3.7348	7.35697	198036	198150	198180	198097	198868	198925	199104	198882
XIV	209929	210120	Interval_1170	1	1	TRUE	FALSE	FALSE	FALSE	4.00765	NA	NA	NA	3.03607	NA	NA	NA	4.99346	NA	NA	NA	209929	NA	NA	NA	210120	NA	NA	NA
XIV	214542	214745	Interval_1171	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.68382	NA	NA	NA	1.12871	NA	NA	NA	2.7115	NA	NA	NA	214542	NA	NA	NA	214745
XIV	217308	217679	Interval_1172	3	3	TRUE	FALSE	TRUE	TRUE	3.34285	NA	2.96929	3.93713	2.11245	NA	1.69325	2.87693	3.91191	NA	3.35897	4.85063	217323	NA	217308	217312	217500	NA	217500	217679
XIV	239934	240313	Interval_1173	1	1	TRUE	FALSE	FALSE	FALSE	3.09333	NA	NA	NA	1.67451	NA	NA	NA	3.35767	NA	NA	NA	239934	NA	NA	NA	240313	NA	NA	NA
XIV	273808	274372	Interval_1174	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.77616	2.98333	NA	NA	2.97975	1.58554	NA	NA	4.86797	3.24106	NA	NA	273829	273808	NA	NA	274372	274296
XIV	275861	276247	Interval_1175	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.38117	4.16118	NA	NA	2.10781	3.47529	NA	NA	3.88779	5.52106	NA	NA	275861	276005	NA	NA	276187	276247
XIV	281433	282049	Interval_1176	4	4	TRUE	TRUE	TRUE	TRUE	5.29479	3.42328	4.76723	3.8741	5.15709	2.0675	4.65515	2.92117	7.45318	3.92066	6.79805	4.88513	281626	281647	281468	281433	282049	282049	281964	281988
XIV	301076	302574	Interval_1177	4	4	TRUE	TRUE	TRUE	TRUE	3.18644	3.46034	3.25376	3.72224	1.81834	2.13416	2.04879	2.66738	3.5362	3.9856	3.78327	4.56061	301189	301276	301204	301076	302567	302451	302432	302574
XIV	310094	310427	Interval_1178	1	1	TRUE	FALSE	FALSE	FALSE	2.88599	NA	NA	NA	1.41487	NA	NA	NA	3.04692	NA	NA	NA	310094	NA	NA	NA	310427	NA	NA	NA
XIV	317827	318568	Interval_1179	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.72716	NA	NA	NA	2.79929	NA	NA	NA	4.64446	NA	NA	NA	317827	NA	NA	NA	318568	NA
XIV	330952	331261	Interval_1180	4	4	TRUE	TRUE	TRUE	TRUE	5.02669	3.78538	4.22891	3.83466	4.83267	2.82686	3.74163	3.07062	7.06619	4.78694	5.75414	5.05786	331021	330952	330978	331038	331261	331248	331225	331229
XIV	335785	336174	Interval_1181	3	3	TRUE	FALSE	TRUE	TRUE	2.83693	NA	4.98818	5.33855	1.33805	NA	5.03646	5.38368	2.94564	NA	7.24055	7.8036	335908	NA	335785	335833	336108	NA	336174	336163
XIV	337902	338412	Interval_1182	1	1	TRUE	FALSE	FALSE	FALSE	3.09949	NA	NA	NA	1.68505	NA	NA	NA	3.3787	NA	NA	NA	337902	NA	NA	NA	338412	NA	NA	NA
XIV	339418	340432	Interval_1183	3	3	TRUE	FALSE	TRUE	TRUE	3.20851	NA	3.01683	3.20079	1.88641	NA	1.65015	2.08949	3.60399	NA	3.29632	3.85993	340168	NA	339418	339536	340432	NA	340233	340257
XIV	345808	346156	Interval_1184	1	1	TRUE	FALSE	FALSE	FALSE	2.58649	NA	NA	NA	1.03665	NA	NA	NA	2.56325	NA	NA	NA	345808	NA	NA	NA	346156	NA	NA	NA
XIV	349791	350768	Interval_1185	4	4	TRUE	TRUE	TRUE	TRUE	4.78643	3.77398	2.84267	4.42707	5.57065	2.88779	2.01914	4.38876	7.90226	4.83265	3.74512	6.60277	349847	349933	349907	349791	350227	350563	350232	350768
XIV	351496	351762	Interval_1186	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.96689	NA	NA	NA	1.62043	NA	NA	NA	3.28007	NA	NA	NA	351496	NA	NA	NA	351762	NA
XIV	351901	352174	Interval_1187	1	1	TRUE	FALSE	FALSE	FALSE	2.9054	NA	NA	NA	1.43676	NA	NA	NA	3.06906	NA	NA	NA	351901	NA	NA	NA	352174	NA	NA	NA
XIV	355253	355997	Interval_1188	4	4	TRUE	TRUE	TRUE	TRUE	4.51396	3.58344	5.03661	3.79206	3.96961	2.57133	5.01466	3.31074	6.0362	4.48354	7.21863	5.32611	355253	355336	355366	355354	355984	355997	355802	355850
XIV	366209	366640	Interval_1189	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.39934	NA	NA	NA	2.17826	NA	NA	NA	3.96898	NA	NA	NA	366209	NA	NA	NA	366640
XIV	370361	370646	Interval_1190	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.64287	NA	NA	NA	1.06345	NA	NA	NA	2.64691	NA	NA	NA	370361	NA	NA	NA	370646	NA	NA
XIV	373334	374036	Interval_1191	2	2	TRUE	FALSE	FALSE	TRUE	3.29638	NA	NA	2.77149	1.92153	NA	NA	1.45231	3.69207	NA	NA	3.07433	373794	NA	NA	373334	374036	NA	NA	373815
XIV	374734	375186	Interval_1192	4	4	TRUE	TRUE	TRUE	TRUE	4.87434	3.20488	2.81457	2.85176	4.53969	1.82532	1.37513	1.45585	6.732	3.61081	2.97097	3.08815	374764	374778	374777	374734	375126	375183	375087	375186
XIV	392489	392750	Interval_1193	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.92571	NA	NA	NA	3.11103	NA	NA	NA	5.04187	NA	NA	NA	392489	NA	NA	NA	392750	NA
XIV	398171	398419	Interval_1194	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.9761	NA	NA	NA	1.49687	NA	NA	NA	3.17484	NA	NA	NA	398171	NA	NA	NA	398419
XIV	405721	405974	Interval_1195	2	2	TRUE	FALSE	FALSE	TRUE	4.42077	NA	NA	3.68721	3.71139	NA	NA	2.8225	5.76984	NA	NA	4.76219	405721	NA	NA	405745	405974	NA	NA	405963
XIV	412354	412702	Interval_1196	1	1	TRUE	FALSE	FALSE	FALSE	3.35735	NA	NA	NA	2.07338	NA	NA	NA	3.82235	NA	NA	NA	412354	NA	NA	NA	412702	NA	NA	NA
XIV	415584	416625	Interval_1197	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.26181	NA	NA	NA	1.81255	NA	NA	NA	3.62208	NA	NA	NA	415584	NA	NA	NA	416625	NA	NA
XIV	417571	417779	Interval_1198	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.20289	NA	NA	NA	1.83512	NA	NA	NA	3.57986	NA	NA	NA	417571	NA	NA	NA	417779
XIV	426976	427519	Interval_1199	4	4	TRUE	TRUE	TRUE	TRUE	4.38662	3.53489	4.98183	3.53482	3.67389	2.6065	5.20285	2.95491	5.74387	4.52725	7.43114	4.89158	426976	427045	426984	427061	427453	427462	427485	427519
XIV	437474	437713	Interval_1200	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.22491	NA	NA	NA	1.95185	NA	NA	NA	3.69778	NA	NA	NA	437474	NA	NA	NA	437713
XIV	440695	441233	Interval_1201	3	3	TRUE	FALSE	TRUE	TRUE	3.32472	NA	3.40004	3.627	2.16046	NA	2.57429	3.28642	3.9397	NA	4.39513	5.31021	440747	NA	440807	440695	441148	NA	441231	441233
XIV	442508	442967	Interval_1202	2	2	TRUE	FALSE	TRUE	FALSE	2.90279	NA	2.71505	NA	1.62041	NA	1.33253	NA	3.30896	NA	2.92218	NA	442771	NA	442508	NA	442967	NA	442780	NA
XIV	444488	444701	Interval_1203	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.16083	NA	NA	NA	1.77795	NA	NA	NA	3.48675	NA	NA	NA	444488	NA	NA	NA	444701
XIV	456031	456293	Interval_1204	1	1	TRUE	FALSE	FALSE	FALSE	3.20931	NA	NA	NA	1.77578	NA	NA	NA	3.53369	NA	NA	NA	456031	NA	NA	NA	456293	NA	NA	NA
XIV	466471	466685	Interval_1205	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.89393	NA	NA	NA	1.48585	NA	NA	NA	3.13291	NA	NA	NA	466471	NA	NA	NA	466685
XIV	479277	480052	Interval_1206	2	2	TRUE	TRUE	FALSE	FALSE	3.02673	3.05531	NA	NA	1.61412	1.59698	NA	NA	3.28438	3.32141	NA	NA	479277	479280	NA	NA	480052	479853	NA	NA
XIV	480856	481065	Interval_1207	1	1	TRUE	FALSE	FALSE	FALSE	2.8015	NA	NA	NA	1.29024	NA	NA	NA	2.90002	NA	NA	NA	480856	NA	NA	NA	481065	NA	NA	NA
XIV	483168	483587	Interval_1208	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.8845	NA	NA	NA	1.51039	NA	NA	NA	3.13885	NA	NA	NA	483168	NA	NA	NA	483587	NA
XIV	490962	491393	Interval_1209	3	3	FALSE	TRUE	TRUE	TRUE	NA	2.92394	2.86265	4.6802	NA	1.38516	1.58174	4.14901	NA	3.07899	3.23044	6.34078	NA	490980	490999	490962	NA	491366	491372	491393
XIV	494613	495478	Interval_1210	4	4	TRUE	TRUE	TRUE	TRUE	3.59124	4.69112	4.86086	3.81063	2.42077	4.07986	4.86782	2.76277	4.25027	6.221	7.0401	4.67767	494613	495054	495056	495190	495397	495429	495427	495478
XIV	498624	501292	Interval_1211	4	4	TRUE	TRUE	TRUE	TRUE	3.06642	2.99869	3.69127	3.51161	1.67668	1.48757	2.82384	2.37656	3.37495	3.20187	4.70376	4.21888	498624	499299	500636	500517	500120	500892	500829	501292
XIV	502786	503537	Interval_1212	4	4	TRUE	TRUE	TRUE	TRUE	4.32788	4.10324	4.03898	5.65707	3.58838	3.11227	3.3754	5.85599	5.63764	5.12549	5.32931	8.37313	502812	502786	503106	503000	503537	503491	503495	503519
XIV	507303	507698	Interval_1213	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.12717	3.48625	NA	NA	1.81342	2.21344	NA	NA	3.49548	4.04665	NA	NA	507500	507303	NA	NA	507698	507510
XIV	515056	515706	Interval_1214	2	2	FALSE	TRUE	FALSE	TRUE	NA	2.92495	NA	2.94276	NA	1.37907	NA	1.46754	NA	3.07988	NA	3.13012	NA	515067	NA	515056	NA	515338	NA	515706
XIV	518791	519228	Interval_1215	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.69689	NA	NA	NA	2.53309	NA	NA	NA	4.43288	NA	NA	NA	518791	NA	NA	NA	519228
XIV	525321	525959	Interval_1216	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.92685	NA	NA	NA	1.44094	NA	NA	NA	3.10198	NA	NA	NA	525321	NA	NA	NA	525959
XIV	546635	547809	Interval_1217	3	3	TRUE	TRUE	TRUE	FALSE	2.94864	3.31956	2.94705	NA	1.5727	1.99059	1.63096	NA	3.24284	3.78622	3.28196	NA	546635	547421	547548	NA	547433	547629	547809	NA
XIV	559034	560008	Interval_1218	4	4	TRUE	TRUE	TRUE	TRUE	5.08211	4.7891	5.82468	4.4596	4.99905	4.38795	6.93332	4.00867	7.25904	6.53582	9.41065	6.15702	559296	559239	559259	559034	560008	559625	559716	559718
XIV	560430	560777	Interval_1219	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.87587	NA	NA	NA	1.35895	NA	NA	NA	3.04298	NA	NA	NA	560430	NA	NA	NA	560777	NA	NA
XIV	567296	568311	Interval_1220	3	3	TRUE	TRUE	FALSE	TRUE	3.22362	3.18391	NA	2.72011	1.80403	1.73841	NA	1.19072	3.56362	3.52301	NA	2.77637	568017	567296	NA	567948	568290	568306	NA	568311
XIV	569413	570034	Interval_1221	3	3	TRUE	TRUE	FALSE	TRUE	3.82285	4.10077	NA	5.70627	2.83295	3.04974	NA	5.8849	4.73178	5.07935	NA	8.41517	569413	569560	NA	569764	570021	570019	NA	570034
XIV	576070	577016	Interval_1222	4	4	TRUE	TRUE	TRUE	TRUE	4.11173	4.53585	3.07397	4.02768	3.28971	3.82427	1.76752	3.06453	5.27843	5.9342	3.45436	5.0612	576070	576195	576195	576088	576606	577016	576531	576590
XIV	578681	579190	Interval_1223	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.14336	3.09212	NA	NA	2.00669	1.71499	NA	NA	3.73863	3.39915	NA	NA	578681	578681	NA	NA	579161	579190
XIV	586366	587516	Interval_1224	4	4	TRUE	TRUE	TRUE	TRUE	3.27962	2.94053	2.93418	2.90742	1.92297	1.4097	1.55714	1.49331	3.67274	3.12739	3.18286	3.11002	586443	586973	586547	586366	587516	587249	586980	586982
XIV	602230	602448	Interval_1225	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.05275	NA	NA	NA	1.64737	NA	NA	NA	3.32894	NA	NA	NA	602230	NA	NA	NA	602448
XIV	604764	605504	Interval_1226	3	3	TRUE	FALSE	TRUE	TRUE	2.87948	NA	3.26154	2.92889	1.39384	NA	2.11167	1.49786	3.01658	NA	3.8277	3.11908	604945	NA	604764	604805	605136	NA	605504	605187
XIV	619816	619988	Interval_1227	1	1	TRUE	FALSE	FALSE	FALSE	3.96495	NA	NA	NA	2.99487	NA	NA	NA	4.94814	NA	NA	NA	619816	NA	NA	NA	619988	NA	NA	NA
XIV	631336	632789	Interval_1228	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.44525	NA	2.94679	NA	2.13946	NA	1.53136	NA	3.97	NA	3.1563	NA	631336	NA	631339	NA	632789	NA	631807
XIV	633803	634202	Interval_1229	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.99448	NA	NA	NA	1.83698	NA	NA	NA	3.56147	NA	NA	NA	633803	NA	NA	NA	634202
XIV	651796	652349	Interval_1230	3	3	TRUE	FALSE	TRUE	TRUE	3.50722	NA	4.8726	4.35243	2.31235	NA	5.33579	3.70613	4.13712	NA	7.57194	5.81427	651908	NA	651911	651796	652215	NA	652325	652349
XIV	661992	665455	Interval_1231	8	4	TRUE	TRUE	TRUE	TRUE	3.64198;3.74784	4.09269;3.66126	3.03226;3.85298;2.75337	3.69333	2.82724;2.71143	3.21341;2.38772	2.09798;3.03627;1.29949	2.60635	4.73105;4.57738	5.24055;4.30938	3.85105;4.92607;2.87451	4.50351	661992;663450	662021;663658	662004;663542;665203	662093	662559;664131	662574;665250	662505;664083;665455	664098
XIV	672338	672517	Interval_1232	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83182	NA	NA	NA	1.34975	NA	NA	NA	2.95274	NA	NA	NA	672338	NA	NA	NA	672517
XIV	691930	692288	Interval_1233	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.85624	NA	NA	NA	1.36994	NA	NA	NA	2.9972	NA	NA	NA	691930	NA	NA	NA	692288
XIV	707884	708584	Interval_1234	3	3	TRUE	TRUE	FALSE	TRUE	2.8256	3.31913	NA	3.16999	1.34445	1.95978	NA	1.80898	2.96403	3.7523	NA	3.5306	708251	707889	NA	707884	708584	708420	NA	708470
XIV	726020	726200	Interval_1235	1	1	TRUE	FALSE	FALSE	FALSE	2.80051	NA	NA	NA	1.31197	NA	NA	NA	2.92457	NA	NA	NA	726020	NA	NA	NA	726200	NA	NA	NA
XIV	736043	736968	Interval_1236	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.97495	2.73215	NA	NA	1.566	1.22006	NA	NA	3.22561	2.79032	NA	NA	736043	736081	NA	NA	736706	736968
XIV	739090	739758	Interval_1237	2	2	TRUE	FALSE	TRUE	FALSE	3.27746	NA	5.61946	NA	1.93844	NA	6.23009	NA	3.68675	NA	8.61574	NA	739173	NA	739090	NA	739542	NA	739758	NA
XIV	763098	763286	Interval_1238	1	1	TRUE	FALSE	FALSE	FALSE	3.05316	NA	NA	NA	1.5752	NA	NA	NA	3.28723	NA	NA	NA	763098	NA	NA	NA	763286	NA	NA	NA
XIV	764194	764435	Interval_1239	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.02404	NA	NA	NA	1.52116	NA	NA	NA	3.24109	NA	NA	NA	764194	NA	NA	NA	764435	NA	NA
XIV	783383	784245	Interval_1240	4	4	TRUE	TRUE	TRUE	TRUE	4.88202	5.37221	3.06202	4.31564	5.92501	5.53195	2.17403	3.55287	8.30725	7.81925	3.92853	5.63795	783511	783383	783510	783555	783961	784245	783896	784008
XV	3	903	Interval_1241	4	4	TRUE	TRUE	TRUE	TRUE	6.1781	7.71228	3.51	4.25176	8.00725	10.428	2.89388	3.50561	10.6822	13.1873	4.78542	5.59217	30	3	150	125	616	828	530	903
XV	5046	5372	Interval_1242	1	1	TRUE	FALSE	FALSE	FALSE	3.07059	NA	NA	NA	1.63158	NA	NA	NA	3.33056	NA	NA	NA	5046	NA	NA	NA	5372	NA	NA	NA
XV	21084	21846	Interval_1243	3	3	TRUE	TRUE	FALSE	TRUE	3.08769	3.09898	NA	2.86007	1.67514	1.63706	NA	1.4054	3.3716	3.35977	NA	3.00743	21181	21084	NA	21120	21705	21846	NA	21708
XV	27483	28104	Interval_1244	3	3	TRUE	TRUE	FALSE	TRUE	5.6013	4.94498	NA	3.43423	5.78899	4.78485	NA	2.25427	8.16182	6.96909	NA	4.05026	27813	27483	NA	27813	28090	28104	NA	28058
XV	31542	31710	Interval_1245	1	1	TRUE	FALSE	FALSE	FALSE	2.67821	NA	NA	NA	1.14062	NA	NA	NA	2.69979	NA	NA	NA	31542	NA	NA	NA	31710	NA	NA	NA
XV	31813	32268	Interval_1246	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.34683	NA	NA	NA	2.16987	NA	NA	NA	3.92567	NA	NA	NA	31813	NA	NA	NA	32268	NA
XV	43402	43581	Interval_1247	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.53679	NA	NA	NA	1.00868	NA	NA	NA	2.49023	NA	NA	NA	43402	NA	NA	NA	43581
XV	43585	43831	Interval_1248	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.18352	NA	NA	NA	1.83405	NA	NA	NA	3.55116	NA	NA	NA	43585	NA	NA	NA	43831	NA
XV	55172	55813	Interval_1249	3	3	TRUE	FALSE	TRUE	TRUE	3.53003	NA	4.93674	3.04982	2.26242	NA	4.71179	1.77978	4.09705	NA	6.88358	3.48079	55172	NA	55179	55199	55813	NA	55456	55480
XV	69063	70213	Interval_1250	4	4	TRUE	TRUE	TRUE	TRUE	3.44196	3.08782	3.25737	4.67973	2.17748	1.60657	1.92852	4.30839	3.99439	3.35889	3.67009	6.52309	69063	69098	69103	69106	70213	69296	69322	69382
XV	79873	80207	Interval_1251	4	4	TRUE	TRUE	TRUE	TRUE	3.67318	3.15231	4.05242	4.44717	2.60887	1.68223	3.62568	3.76116	4.48848	3.44271	5.62246	5.85791	79873	79896	79896	79881	80201	80162	80207	80198
XV	81392	83685	Interval_1252	5	4	TRUE	TRUE	TRUE	TRUE	3.00215;4.57287	3.77747	4.91058	4.32616	1.55006;3.9041	2.81697	4.82438	3.916	3.20623;5.97908	4.76188	6.99302	6.06401	81392;83135	81795	83021	82982	81927;83685	83453	83405	83616
XV	92948	93582	Interval_1253	4	4	TRUE	TRUE	TRUE	TRUE	3.27796	3.36337	3.01229	4.35855	1.91348	1.99756	1.60624	3.70212	3.65178	3.83854	3.25919	5.82585	92990	93001	92988	92948	93582	93426	93215	93215
XV	94298	94759	Interval_1254	4	4	TRUE	TRUE	TRUE	TRUE	3.90854	4.18141	3.5158	3.53388	2.80239	3.17966	2.29461	2.33523	4.73542	5.22738	4.11233	4.17731	94419	94443	94537	94298	94681	94759	94749	94758
XV	103887	104119	Interval_1255	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.69326	NA	NA	NA	1.17581	NA	NA	NA	2.72956	NA	NA	NA	103887	NA	NA	NA	104119
XV	108969	110455	Interval_1256	4	4	TRUE	TRUE	TRUE	TRUE	7.98306	5.85378	6.00307	5.43558	10.8244	6.53533	6.99932	6.01108	13.672	8.94157	9.48948	8.53614	108969	109171	108982	108972	110208	110455	110084	110122
XV	110869	111157	Interval_1257	1	1	TRUE	FALSE	FALSE	FALSE	3.62433	NA	NA	NA	2.40281	NA	NA	NA	4.23493	NA	NA	NA	110869	NA	NA	NA	111157	NA	NA	NA
XV	117581	118171	Interval_1258	2	2	FALSE	TRUE	TRUE	FALSE	NA	3.76632	4.12643	NA	NA	2.72659	3.95054	NA	NA	4.64548	5.98983	NA	NA	117581	117962	NA	NA	118148	118171	NA
XV	127960	128788	Interval_1259	4	4	TRUE	TRUE	TRUE	TRUE	3.48957	3.1482	4.18429	2.97264	2.20646	1.69938	3.35011	1.55615	4.03079	3.4448	5.333	3.19035	127960	128044	128138	128044	128788	128467	128467	128280
XV	135714	136069	Interval_1260	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.85585	NA	NA	NA	2.82689	NA	NA	NA	4.7454	NA	NA	NA	135714	NA	NA	NA	136069
XV	158704	162158	Interval_1261	4	4	TRUE	TRUE	TRUE	TRUE	5.10399	4.4963	5.52301	3.50025	5.22715	3.96798	6.33038	2.49091	7.47814	6.09711	8.73021	4.33339	158975	158704	160881	160659	161873	161850	162158	161965
