PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_502	XII	329142	329592	+	27	NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-129	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
SPT5_T15_R1_peak_383	VIII	422466	422833	+	27	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-363	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
SPT5_T15_R1_peak_59	II	642755	643066	+	27	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	168	tC(GCA)B	tC(GCA)B	tC(GCA)B			tC(GCA)B			tRNA
SPT5_T15_R1_peak_469	XI	355257	356318	+	27	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-535	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
SPT5_T15_R1_peak_736	XVI	55978	56217	+	27	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	177	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
SPT5_T15_R1_peak_15	II	28511	28898	+	26	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	277	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
SPT5_T15_R1_peak_10	I	166203	166422	+	26	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	45	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
SPT5_T15_R1_peak_390	VIII	556339	557006	+	26	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	370	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
SPT5_T15_R1_peak_118	IV	485500	485877	+	26	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-323	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
SPT5_T15_R1_peak_581	XIII	433402	434543	+	26	NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-816	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T15_R1_peak_440	X	745190	745425	+	26	NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-46	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
SPT5_T15_R1_peak_545	XII	950045	950898	+	26	NA	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	2	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T15_R1_peak_582	XIII	472860	473179	+	26	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	245	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T15_R1_peak_676	XV	231922	232739	+	26	NA	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-575	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
SPT5_T15_R1_peak_748	XVI	256955	257327	+	26	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-374	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
SPT5_T15_R1_peak_561	XIII	119195	119705	+	26	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-552	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T15_R1_peak_287	VII	165017	166447	+	26	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-641	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T15_R1_peak_106	IV	314739	314973	+	26	NA	promoter-TSS (YDL079C)	protein_coding-promoter-TSS (YDL079C)	-108	YDL079C	YDL079C	YDL079C			MRK1			protein_coding
SPT5_T15_R1_peak_516	XII	586021	586277	+	26	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-315	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
SPT5_T15_R1_peak_220	V	152472	153194	+	26	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-687	YER001W	YER001W	YER001W			MNN1			protein_coding
SPT5_T15_R1_peak_489	XII	22792	23418	+	26	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-125	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
SPT5_T15_R1_peak_314	VII	596353	596561	+	26	NA	promoter-TSS (YGR053C)	protein_coding-promoter-TSS (YGR053C)	-236	YGR054W	YGR054W	YGR054W			YGR054W			protein_coding
SPT5_T15_R1_peak_512	XII	510696	510945	+	26	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-234	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
SPT5_T15_R1_peak_261	VI	74717	74949	+	26	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	-39	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
SPT5_T15_R1_peak_614	XIV	59931	60207	+	26	NA	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-228	YNL304W	YNL304W	YNL304W			YPT11			protein_coding
SPT5_T15_R1_peak_140	IV	835889	836244	+	26	NA	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-355	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
SPT5_T15_R1_peak_537	XII	828069	828566	+	25	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-413	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
SPT5_T15_R1_peak_193	IX	197616	198444	+	25	NA	TTS (YIL088C)	protein_coding-TTS (YIL088C)	438	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
SPT5_T15_R1_peak_134	IV	755210	755454	+	25	NA	promoter-TSS (YDR148C)	protein_coding-promoter-TSS (YDR148C)	-266	YDR148C	YDR148C	YDR148C			KGD2			protein_coding
SPT5_T15_R1_peak_699	XV	578052	578519	+	25	NA	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-279	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
SPT5_T15_R1_peak_357	VIII	50620	50891	+	25	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-356	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
SPT5_T15_R1_peak_147	IV	954158	955544	+	25	NA	promoter-TSS (YDR246W-A)	protein_coding-promoter-TSS (YDR246W-A)	-282	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
SPT5_T15_R1_peak_558	XIII	91120	92099	+	25	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-200	YML089C	YML089C	YML089C			YML089C			protein_coding
SPT5_T15_R1_peak_408	X	223769	224429	+	25	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-956	YJL105W	YJL105W	YJL105W			SET4			protein_coding
SPT5_T15_R1_peak_81	III	225268	225460	+	25	NA	promoter-TSS (YCR061W)	protein_coding-promoter-TSS (YCR061W)	-199	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
SPT5_T15_R1_peak_697	XV	514508	514899	+	25	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-425	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
SPT5_T15_R1_peak_96	IV	217255	217484	+	25	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-231	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T15_R1_peak_639	XIV	440808	441231	+	25	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-100	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
SPT5_T15_R1_peak_308	VII	528430	528973	+	25	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-563	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
SPT5_T15_R1_peak_251	V	461696	463520	+	25	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	23	YER146W	YER146W	YER146W			LSM5			protein_coding
SPT5_T15_R1_peak_684	XV	384911	385555	+	25	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	633	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
SPT5_T15_R1_peak_605	XIII	872790	873107	+	25	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-323	YMR302C	YMR302C	YMR302C			YME2			protein_coding
SPT5_T15_R1_peak_555	XIII	50924	51532	+	25	NA	promoter-TSS (YML109W)	protein_coding-promoter-TSS (YML109W)	-274	YML110C	YML110C	YML110C			COQ5			protein_coding
SPT5_T15_R1_peak_750	XVI	280117	280360	+	25	NA	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-242	YPL144W	YPL144W	YPL144W			POC4			protein_coding
SPT5_T15_R1_peak_450	XI	108895	109103	+	25	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-270	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
SPT5_T15_R1_peak_788	XVI	855773	857158	+	25	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	-208	YPR158C-D	YPR158C-D	YPR158C-D			YPR158C-D			protein_coding
SPT5_T15_R1_peak_67	III	17005	17232	+	24	NA	promoter-TSS (YCL063W)	protein_coding-promoter-TSS (YCL063W)	-172	YCL063W	YCL063W	YCL063W			VAC17			protein_coding
SPT5_T15_R1_peak_156	IV	1150623	1150909	+	24	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-115	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
SPT5_T15_R1_peak_682	XV	377561	378117	+	24	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	-8	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
SPT5_T15_R1_peak_344	VII	951327	951609	+	24	NA	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-426	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
SPT5_T15_R1_peak_385	VIII	450560	451029	+	24	NA	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	359	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
SPT5_T15_R1_peak_730	XV	1009624	1010071	+	24	NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-135	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
SPT5_T15_R1_peak_33	II	340639	342381	+	24	NA	promoter-TSS (YBR053C)	protein_coding-promoter-TSS (YBR053C)	-759	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
SPT5_T15_R1_peak_398	X	111605	111901	+	24	NA	promoter-TSS (YJL164C)	protein_coding-promoter-TSS (YJL164C)	-594	YJL164C	YJL164C	YJL164C			TPK1			protein_coding
SPT5_T15_R1_peak_165	IV	1278310	1280117	+	24	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	3	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T15_R1_peak_700	XV	579633	579937	+	24	NA	promoter-TSS (YOR136W)	protein_coding-promoter-TSS (YOR136W)	-465	YOR136W	YOR136W	YOR136W			IDH2			protein_coding
SPT5_T15_R1_peak_82	III	236311	236625	+	24	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-146	YCR067C	YCR067C	YCR067C			SED4			protein_coding
SPT5_T15_R1_peak_279	VII	67249	67517	+	24	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-215	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
SPT5_T15_R1_peak_87	IV	20084	20337	+	24	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-425	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
SPT5_T15_R1_peak_104	IV	302840	303056	+	24	NA	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-263	YDL085W	YDL085W	YDL085W			NDE2			protein_coding
SPT5_T15_R1_peak_759	XVI	406302	406500	+	24	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	97	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
SPT5_T15_R1_peak_615	XIV	63119	63405	+	24	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-319	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T15_R1_peak_52	II	564905	565525	+	24	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-16	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
SPT5_T15_R1_peak_598	XIII	754370	754619	+	24	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	197	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
SPT5_T15_R1_peak_206	IX	388443	389197	+	23	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3119	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T15_R1_peak_114	IV	392374	392664	+	23	NA	promoter-TSS (YDL035C)	protein_coding-promoter-TSS (YDL035C)	-462	YDL035C	YDL035C	YDL035C			GPR1			protein_coding
SPT5_T15_R1_peak_713	XV	796944	797298	+	23	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-328	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
SPT5_T15_R1_peak_618	XIV	96137	96458	+	23	NA	promoter-TSS (tG(UCC)N)	tRNA-promoter-TSS (tG(UCC)N)	15	tG(UCC)N	tG(UCC)N	tG(UCC)N			SUF6			tRNA
SPT5_T15_R1_peak_312	VII	584211	584665	+	23	NA	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-142	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
SPT5_T15_R1_peak_430	X	609025	609226	+	23	NA	promoter-TSS (YJR095W)	protein_coding-promoter-TSS (YJR095W)	-648	YJR095W	YJR095W	YJR095W			SFC1			protein_coding
SPT5_T15_R1_peak_547	XII	1011878	1012618	+	23	NA	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-225	YLR437C	YLR437C	YLR437C			DIF1			protein_coding
SPT5_T15_R1_peak_392	X	36177	36688	+	23	NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	-183	YJL212C	YJL212C	YJL212C			OPT1			protein_coding
SPT5_T15_R1_peak_240	V	328301	328540	+	23	NA	promoter-TSS (YER085C)	protein_coding-promoter-TSS (YER085C)	-57	YER086W	YER086W	YER086W			ILV1			protein_coding
SPT5_T15_R1_peak_31	II	281017	281255	+	23	NA	promoter-TSS (YBR021W)	protein_coding-promoter-TSS (YBR021W)	-307	YBR021W	YBR021W	YBR021W			FUR4			protein_coding
SPT5_T15_R1_peak_295	VII	371142	371642	+	23	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	-30	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
SPT5_T15_R1_peak_85	III	315913	316474	+	23	NA	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	-5	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
SPT5_T15_R1_peak_161	IV	1195017	1195321	+	23	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-285	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
SPT5_T15_R1_peak_275	VI	263274	263561	+	23	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-787	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
SPT5_T15_R1_peak_745	XVI	188845	189115	+	23	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-174	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
SPT5_T15_R1_peak_431	X	622670	623526	+	23	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-84	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
SPT5_T15_R1_peak_604	XIII	861103	861747	+	23	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-497	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T15_R1_peak_323	VII	702741	703068	+	23	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	237	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
SPT5_T15_R1_peak_679	XV	285640	285909	+	23	NA	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-348	YOL021C	YOL021C	YOL021C			DIS3			protein_coding
SPT5_T15_R1_peak_292	VII	276844	277415	+	23	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-415	YGL124C	YGL124C	YGL124C			MON1			protein_coding
SPT5_T15_R1_peak_95	IV	199622	199915	+	23	NA	promoter-TSS (YDL143W)	protein_coding-promoter-TSS (YDL143W)	-36	YDL144C	YDL144C	YDL144C			YDL144C			protein_coding
SPT5_T15_R1_peak_71	III	51930	52680	+	23	NA	promoter-TSS (YCL039W)	protein_coding-promoter-TSS (YCL039W)	-340	YCL039W	YCL039W	YCL039W			GID7			protein_coding
SPT5_T15_R1_peak_701	XV	605936	606393	+	23	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	7	YOR145C	YOR145C	YOR145C			PNO1			protein_coding
SPT5_T15_R1_peak_668	XV	94538	94749	+	22	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-241	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
SPT5_T15_R1_peak_322	VII	700768	701002	+	22	NA	TTS (tK(UUU)G2)	tRNA-TTS (tK(UUU)G2)	163	tK(UUU)G2	tK(UUU)G2	tK(UUU)G2			tK(UUU)G2			tRNA
SPT5_T15_R1_peak_787	XVI	840283	840771	+	22	NA	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-739	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
SPT5_T15_R1_peak_280	VII	94802	95587	+	22	NA	promoter-TSS (YGL209W)	protein_coding-promoter-TSS (YGL209W)	-664	YGL209W	YGL209W	YGL209W			MIG2			protein_coding
SPT5_T15_R1_peak_454	XI	166056	166381	+	22	NA	promoter-TSS (YKL150W)	protein_coding-promoter-TSS (YKL150W)	-288	YKL151C	YKL151C	YKL151C			YKL151C			protein_coding
SPT5_T15_R1_peak_146	IV	930517	931237	+	22	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-252	YDR234W	YDR234W	YDR234W			LYS4			protein_coding
SPT5_T15_R1_peak_173	IV	1401325	1401661	+	22	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-277	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
SPT5_T15_R1_peak_78	III	163579	164287	+	22	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	-77	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
SPT5_T15_R1_peak_4	I	45337	45722	+	22	NA	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-370	YAL053W	YAL053W	YAL053W			FLC2			protein_coding
SPT5_T15_R1_peak_136	IV	794094	794392	+	22	NA	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	-354	YDR169C	YDR169C	YDR169C			STB3			protein_coding
SPT5_T15_R1_peak_121	IV	507335	507561	+	22	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-699	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
SPT5_T15_R1_peak_182	IV	1524858	1525305	+	22	NA	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	-148	YDR543C	YDR543C	YDR543C			YDR543C			protein_coding
SPT5_T15_R1_peak_577	XIII	379225	379427	+	22	NA	promoter-TSS (YMR052W)	protein_coding-promoter-TSS (YMR052W)	82	tW(CCA)M	tW(CCA)M	tW(CCA)M			tW(CCA)M			tRNA
SPT5_T15_R1_peak_69	III	27398	27645	+	22	NA	promoter-TSS (YCL055W)	protein_coding-promoter-TSS (YCL055W)	-162	YCL056C	YCL056C	YCL056C			PEX34			protein_coding
SPT5_T15_R1_peak_535	XII	808917	809429	+	22	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-824	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T15_R1_peak_334	VII	786846	787126	+	22	NA	promoter-TSS (YGR147C)	protein_coding-promoter-TSS (YGR147C)	-66	YGR147C	YGR147C	YGR147C			NAT2			protein_coding
SPT5_T15_R1_peak_139	IV	811792	812068	+	22	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-180	YDR174W	YDR174W	YDR174W			HMO1			protein_coding
SPT5_T15_R1_peak_557	XIII	73461	73766	+	22	NA	promoter-TSS (YML099W-A)	protein_coding-promoter-TSS (YML099W-A)	-616	YML099W-A	YML099W-A	YML099W-A			YML099W-A			protein_coding
SPT5_T15_R1_peak_559	XIII	101512	101774	+	22	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-219	YML082W	YML082W	YML082W			YML082W			protein_coding
SPT5_T15_R1_peak_606	XIII	880581	880972	+	22	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-383	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
SPT5_T15_R1_peak_102	IV	258473	258781	+	22	NA	promoter-TSS (YDL112W)	protein_coding-promoter-TSS (YDL112W)	-72	YDL113C	YDL113C	YDL113C			ATG20			protein_coding
SPT5_T15_R1_peak_792	XVI	901646	901881	+	22	NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-281	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
SPT5_T15_R1_peak_755	XVI	370675	370869	+	22	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-109	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
SPT5_T15_R1_peak_290	VII	229909	230101	+	22	NA	promoter-TSS (YGL145W)	protein_coding-promoter-TSS (YGL145W)	-238	YGL145W	YGL145W	YGL145W			TIP20			protein_coding
SPT5_T15_R1_peak_379	VIII	374491	375495	+	22	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	107	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
SPT5_T15_R1_peak_384	VIII	437056	437339	+	22	NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-249	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
SPT5_T15_R1_peak_723	XV	911850	912927	+	22	NA	promoter-TSS (YOR318C)	protein_coding-promoter-TSS (YOR318C)	48	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
SPT5_T15_R1_peak_112	IV	366179	366537	+	22	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-484	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
SPT5_T15_R1_peak_125	IV	543662	543872	+	21	NA	promoter-TSS (YDR043C)	protein_coding-promoter-TSS (YDR043C)	-398	YDR043C	YDR043C	YDR043C			NRG1			protein_coding
SPT5_T15_R1_peak_409	X	236708	237166	+	21	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-326	YJL100W	YJL100W	YJL100W			LSB6			protein_coding
SPT5_T15_R1_peak_235	V	295095	295526	+	21	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-100	YER069W	YER069W	YER069W			ARG5,6			protein_coding
SPT5_T15_R1_peak_505	XII	388514	389213	+	21	NA	promoter-TSS (YLR120C)	protein_coding-promoter-TSS (YLR120C)	191	YLR120W-A	YLR120W-A	YLR120W-A			YLR120W-A			protein_coding
SPT5_T15_R1_peak_659	XIV	783511	783896	+	21	NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-162	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
SPT5_T15_R1_peak_564	XIII	192090	192283	+	21	NA	promoter-TSS (YML042W)	protein_coding-promoter-TSS (YML042W)	-419	YML043C	YML043C	YML043C			RRN11			protein_coding
SPT5_T15_R1_peak_278	VII	35213	35404	+	21	NA	promoter-TSS (YGL248W)	protein_coding-promoter-TSS (YGL248W)	-345	YGL248W	YGL248W	YGL248W			PDE1			protein_coding
SPT5_T15_R1_peak_508	XII	444920	445194	+	21	NA	promoter-TSS (YLR152C)	protein_coding-promoter-TSS (YLR152C)	-369	YLR152C	YLR152C	YLR152C			YLR152C			protein_coding
SPT5_T15_R1_peak_686	XV	407866	408341	+	21	NA	promoter-TSS (YOR042W)	protein_coding-promoter-TSS (YOR042W)	31	snR9	snR9	snR9			snR9			snoRNA
SPT5_T15_R1_peak_626	XIV	275862	276187	+	21	NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-478	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
SPT5_T15_R1_peak_375	VIII	298837	299037	+	21	NA	promoter-TSS (YHR097C)	protein_coding-promoter-TSS (YHR097C)	-328	YHR097C	YHR097C	YHR097C			YHR097C			protein_coding
SPT5_T15_R1_peak_166	IV	1289149	1289495	+	21	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-84	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
SPT5_T15_R1_peak_590	XIII	600856	601498	+	21	NA	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-305	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
SPT5_T15_R1_peak_477	XI	513464	514376	+	21	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-517	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
SPT5_T15_R1_peak_77	III	157705	158032	+	21	NA	promoter-TSS (YCR021C)	protein_coding-promoter-TSS (YCR021C)	-103	YCR022C	YCR022C	YCR022C			YCR022C			protein_coding
SPT5_T15_R1_peak_661	XV	31814	32268	+	21	NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-435	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
SPT5_T15_R1_peak_532	XII	764315	764662	+	21	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-320	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
SPT5_T15_R1_peak_225	V	221371	222544	+	21	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	111	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T15_R1_peak_609	XIII	904349	904602	+	21	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	189	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
SPT5_T15_R1_peak_574	XIII	349713	350260	+	21	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-395	YMR040W	YMR040W	YMR040W			YET2			protein_coding
SPT5_T15_R1_peak_492	XII	54090	54645	+	21	NA	promoter-TSS (YLL041C)	protein_coding-promoter-TSS (YLL041C)	-436	YLL041C	YLL041C	YLL041C			SDH2			protein_coding
