PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_97	III	227840	228737	+	25	NA	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	-30	YCR063W	YCR063W	YCR063W			BUD31			protein_coding
SPT5_T0_R1_peak_800	XV	487346	487762	+	24	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	115	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T0_R1_peak_294	V	409260	409505	+	24	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-319	YER124C	YER124C	YER124C			DSE1			protein_coding
SPT5_T0_R1_peak_453	X	60280	60663	+	24	NA	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-289	YJL199C	YJL199C	YJL199C			MBB1			protein_coding
SPT5_T0_R1_peak_161	IV	1075176	1075528	+	24	NA	promoter-TSS (YDR306C)	protein_coding-promoter-TSS (YDR306C)	-181	YDR306C	YDR306C	YDR306C			YDR306C			protein_coding
SPT5_T0_R1_peak_620	XII	839394	840029	+	24	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-458	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
SPT5_T0_R1_peak_830	XV	903953	904406	+	24	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-279	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
SPT5_T0_R1_peak_745	XIV	494614	495397	+	24	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-4	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
SPT5_T0_R1_peak_330	VI	251553	252311	+	24	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-129	YFR051C	YFR051C	YFR051C			RET2			protein_coding
SPT5_T0_R1_peak_640	XIII	24851	26828	+	24	NA	promoter-TSS (YML123C)	protein_coding-promoter-TSS (YML123C)	-39	YML123C	YML123C	YML123C			PHO84			protein_coding
SPT5_T0_R1_peak_3	I	29105	29980	+	24	NA	Intergenic	Intergenic	-1574	YAL063C	YAL063C	YAL063C			FLO9			protein_coding
SPT5_T0_R1_peak_646	XIII	104227	104645	+	24	NA	promoter-TSS (YML081C-A)	protein_coding-promoter-TSS (YML081C-A)	-274	YML081C-A	YML081C-A	YML081C-A			ATP18			protein_coding
SPT5_T0_R1_peak_607	XII	759126	759409	+	24	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-213	YLR312W-A	YLR312W-A	YLR312W-A			MRPL15			protein_coding
SPT5_T0_R1_peak_851	XVI	98809	99537	+	24	NA	promoter-TSS (YPL239W)	protein_coding-promoter-TSS (YPL239W)	-311	YPL239W	YPL239W	YPL239W			YAR1			protein_coding
SPT5_T0_R1_peak_524	XI	171393	171886	+	24	NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	-144	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
SPT5_T0_R1_peak_720	XIV	198037	198868	+	24	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-509	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
SPT5_T0_R1_peak_439	VIII	374461	375499	+	24	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	120	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
SPT5_T0_R1_peak_777	XV	110870	111157	+	24	NA	promoter-TSS (tG(UCC)O)	tRNA-promoter-TSS (tG(UCC)O)	20	tG(UCC)O	tG(UCC)O	tG(UCC)O			SUF1			tRNA
SPT5_T0_R1_peak_313	VI	54832	55240	+	24	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-340	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
SPT5_T0_R1_peak_362	VII	433192	434054	+	24	NA	promoter-TSS (YGL034C)	protein_coding-promoter-TSS (YGL034C)	-44	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
SPT5_T0_R1_peak_542	XI	431459	431672	+	24	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-341	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
SPT5_T0_R1_peak_468	X	157392	157789	+	24	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-287	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
SPT5_T0_R1_peak_190	IV	1434143	1434688	+	24	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-147	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
SPT5_T0_R1_peak_46	II	375837	376220	+	24	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-338	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
SPT5_T0_R1_peak_406	VII	953665	953864	+	24	NA	promoter-TSS (YGR231C)	protein_coding-promoter-TSS (YGR231C)	-196	YGR232W	YGR232W	YGR232W			NAS6			protein_coding
SPT5_T0_R1_peak_713	XIV	89099	90110	+	24	NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	394	snR40	snR40	snR40			snR40			snoRNA
SPT5_T0_R1_peak_416	VIII	4971	5273	+	24	NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	-581	YHL049C	YHL049C	YHL049C			YHL049C			protein_coding
SPT5_T0_R1_peak_370	VII	528438	528780	+	24	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-655	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
SPT5_T0_R1_peak_65	II	624996	625500	+	24	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-524	YBR202W	YBR202W	YBR202W			MCM7			protein_coding
SPT5_T0_R1_peak_154	IV	959980	960185	+	23	NA	promoter-TSS (YDR249C)	protein_coding-promoter-TSS (YDR249C)	279	YDR250C	YDR250C	YDR250C			YDR250C			protein_coding
SPT5_T0_R1_peak_657	XIII	253264	253615	+	23	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-167	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
SPT5_T0_R1_peak_227	IX	325651	326042	+	23	NA	promoter-TSS (YIL014C-A)	protein_coding-promoter-TSS (YIL014C-A)	98	tT(AGU)I2	tT(AGU)I2	tT(AGU)I2			tT(AGU)I2			tRNA
SPT5_T0_R1_peak_444	VIII	422524	422838	+	23	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-391	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
SPT5_T0_R1_peak_798	XV	461656	462887	+	23	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	480	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T0_R1_peak_169	IV	1194998	1195379	+	23	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-304	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
SPT5_T0_R1_peak_185	IV	1362432	1362651	+	23	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-337	YDR452W	YDR452W	YDR452W			PPN1			protein_coding
SPT5_T0_R1_peak_214	IX	197517	197745	+	23	NA	promoter-TSS (tE(CUC)I)	tRNA-promoter-TSS (tE(CUC)I)	39	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
SPT5_T0_R1_peak_858	XVI	188656	188896	+	23	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-263	YPL189C-A	YPL189C-A	YPL189C-A			COA2			protein_coding
SPT5_T0_R1_peak_162	IV	1080409	1080797	+	23	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-404	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
SPT5_T0_R1_peak_756	XIV	651909	652215	+	23	NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-350	YNR013C	YNR013C	YNR013C			PHO91			protein_coding
SPT5_T0_R1_peak_688	XIII	754170	754584	+	23	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	80	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
SPT5_T0_R1_peak_683	XIII	556885	557354	+	23	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-644	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
SPT5_T0_R1_peak_238	IX	415716	416047	+	23	NA	promoter-TSS (YIR032C)	protein_coding-promoter-TSS (YIR032C)	-243	YIR033W	YIR033W	YIR033W			MGA2			protein_coding
SPT5_T0_R1_peak_5	I	34295	34847	+	23	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-584	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
SPT5_T0_R1_peak_472	X	220294	220732	+	23	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-497	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
SPT5_T0_R1_peak_861	XVI	227834	228052	+	23	NA	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-371	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
SPT5_T0_R1_peak_850	XVI	76371	76589	+	23	NA	promoter-TSS (YPL249C-A)	protein_coding-promoter-TSS (YPL249C-A)	-241	YPL249C-A	YPL249C-A	YPL249C-A			RPL36B			protein_coding
SPT5_T0_R1_peak_483	X	391625	392149	+	23	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	362	YJL027C	YJL027C	YJL027C			YJL027C			protein_coding
SPT5_T0_R1_peak_641	XIII	29938	30425	+	23	NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-374	YML120C	YML120C	YML120C			NDI1			protein_coding
SPT5_T0_R1_peak_131	IV	524817	525167	+	23	NA	promoter-TSS (YDR036C)	protein_coding-promoter-TSS (YDR036C)	-279	YDR036C	YDR036C	YDR036C			EHD3			protein_coding
SPT5_T0_R1_peak_389	VII	766112	766541	+	23	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	600	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
SPT5_T0_R1_peak_511	XI	38334	38749	+	22	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-270	snR64	snR64	snR64			snR64			snoRNA
SPT5_T0_R1_peak_869	XVI	378383	378757	+	22	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-175	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
SPT5_T0_R1_peak_645	XIII	101491	101786	+	22	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-224	YML082W	YML082W	YML082W			YML082W			protein_coding
SPT5_T0_R1_peak_644	XIII	91181	92073	+	22	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-218	YML089C	YML089C	YML089C			YML089C			protein_coding
SPT5_T0_R1_peak_908	XVI	927660	928394	+	22	NA	TTS (YPR195C)	protein_coding-TTS (YPR195C)	267	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
SPT5_T0_R1_peak_652	XIII	196145	196397	+	22	NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	-101	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
SPT5_T0_R1_peak_810	XV	670977	671384	+	22	NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-939	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
SPT5_T0_R1_peak_197	IV	1493092	1494196	+	22	NA	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-618	snR84	snR84	snR84			snR84			snoRNA
SPT5_T0_R1_peak_48	II	392021	392847	+	22	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-141	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T0_R1_peak_545	XI	513249	514187	+	22	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-315	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
SPT5_T0_R1_peak_462	X	119580	120979	+	22	NA	promoter-TSS (YJL159W)	protein_coding-promoter-TSS (YJL159W)	-170	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
SPT5_T0_R1_peak_382	VII	677753	678443	+	22	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-597	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
SPT5_T0_R1_peak_49	II	406025	406262	+	22	NA	promoter-TSS (YBR081C)	protein_coding-promoter-TSS (YBR081C)	183	tD(GUC)B	tD(GUC)B	tD(GUC)B			tD(GUC)B			tRNA
SPT5_T0_R1_peak_275	V	221570	222527	+	22	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	202	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T0_R1_peak_778	XV	127961	128788	+	22	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-454	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
SPT5_T0_R1_peak_9	I	69740	70227	+	22	NA	promoter-TSS (YAL039C)	protein_coding-promoter-TSS (YAL039C)	-458	YAL039C	YAL039C	YAL039C			CYC3			protein_coding
SPT5_T0_R1_peak_226	IX	321973	322157	+	22	NA	promoter-TSS (YIL015W)	protein_coding-promoter-TSS (YIL015W)	-277	YIL015W	YIL015W	YIL015W			BAR1			protein_coding
SPT5_T0_R1_peak_844	XVI	24750	24915	+	22	NA	promoter-TSS (YPL273W)	protein_coding-promoter-TSS (YPL273W)	-255	YPL273W	YPL273W	YPL273W			SAM4			protein_coding
SPT5_T0_R1_peak_164	IV	1150654	1151043	+	22	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-33	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
SPT5_T0_R1_peak_895	XVI	769100	769286	+	22	NA	TTS (YPR118W)	protein_coding-TTS (YPR118W)	109	tK(UUU)P	tK(UUU)P	tK(UUU)P			tK(UUU)P			tRNA
SPT5_T0_R1_peak_43	II	341306	342431	+	22	NA	Intergenic	Intergenic	-1117	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
SPT5_T0_R1_peak_285	V	302596	303863	+	22	NA	promoter-TSS (YER071C)	protein_coding-promoter-TSS (YER071C)	423	YER072W	YER072W	YER072W			VTC1			protein_coding
SPT5_T0_R1_peak_591	XII	586009	586188	+	22	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-366	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
SPT5_T0_R1_peak_660	XIII	279828	280114	+	22	NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	11	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
SPT5_T0_R1_peak_380	VII	640488	640670	+	22	NA	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-141	YGR079W	YGR079W	YGR079W			YGR079W			protein_coding
SPT5_T0_R1_peak_769	XV	55173	55813	+	22	NA	promoter-TSS (YOL141W)	protein_coding-promoter-TSS (YOL141W)	-65	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
SPT5_T0_R1_peak_575	XII	259679	260169	+	22	NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-523	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
SPT5_T0_R1_peak_430	VIII	148812	149157	+	22	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-241	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
SPT5_T0_R1_peak_698	XIII	880644	880934	+	21	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-370	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
SPT5_T0_R1_peak_61	II	595710	595890	+	21	NA	promoter-TSS (YBR182C)	protein_coding-promoter-TSS (YBR182C)	-245	YBR182C-A	YBR182C-A	YBR182C-A			YBR182C-A			protein_coding
SPT5_T0_R1_peak_896	XVI	770668	771033	+	21	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-803	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
SPT5_T0_R1_peak_496	X	615291	615691	+	21	NA	promoter-TSS (YJR098C)	protein_coding-promoter-TSS (YJR098C)	-85	YJR099W	YJR099W	YJR099W			YUH1			protein_coding
SPT5_T0_R1_peak_347	VII	228454	228741	+	21	NA	promoter-TSS (YGL147C)	protein_coding-promoter-TSS (YGL147C)	-268	YGL147C	YGL147C	YGL147C			RPL9A			protein_coding
SPT5_T0_R1_peak_270	V	152673	153185	+	21	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-591	YER001W	YER001W	YER001W			MNN1			protein_coding
SPT5_T0_R1_peak_110	IV	234181	234731	+	21	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-471	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T0_R1_peak_201	IX	21709	22161	+	21	NA	TTS (YIL170W)	pseudogene-TTS (YIL170W)	2088	YIL170W	YIL170W	YIL170W			HXT12			pseudogene
SPT5_T0_R1_peak_740	XIV	440748	441148	+	21	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-29	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
SPT5_T0_R1_peak_177	IV	1278508	1279074	+	21	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-419	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T0_R1_peak_418	VIII	48021	48678	+	21	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-381	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
SPT5_T0_R1_peak_317	VI	82108	82416	+	21	NA	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-318	YFL026W	YFL026W	YFL026W			STE2			protein_coding
SPT5_T0_R1_peak_883	XVI	591270	591496	+	21	NA	promoter-TSS (YPR015C)	protein_coding-promoter-TSS (YPR015C)	-357	YPR015C	YPR015C	YPR015C			YPR015C			protein_coding
SPT5_T0_R1_peak_458	X	83131	83681	+	21	NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-42	YJL184W	YJL184W	YJL184W			GON7			protein_coding
SPT5_T0_R1_peak_53	II	452214	452465	+	21	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-319	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T0_R1_peak_700	XIII	895447	895683	+	21	NA	promoter-TSS (YMR309C)	protein_coding-promoter-TSS (YMR309C)	-139	YMR309C	YMR309C	YMR309C			NIP1			protein_coding
SPT5_T0_R1_peak_870	XVI	381366	381562	+	21	NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-314	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
SPT5_T0_R1_peak_140	IV	690639	690969	+	21	NA	promoter-TSS (YDR119W-A)	protein_coding-promoter-TSS (YDR119W-A)	-210	YDR119W-A	YDR119W-A	YDR119W-A			COX26			protein_coding
SPT5_T0_R1_peak_73	II	697522	697939	+	21	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-428	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
SPT5_T0_R1_peak_634	XII	1012115	1012368	+	21	NA	promoter-TSS (YLR436C)	protein_coding-promoter-TSS (YLR436C)	-218	YLR437C	YLR437C	YLR437C			DIF1			protein_coding
SPT5_T0_R1_peak_68	II	644903	645469	+	21	NA	promoter-TSS (YBR210W)	protein_coding-promoter-TSS (YBR210W)	19	tE(UUC)B	tE(UUC)B	tE(UUC)B			tE(UUC)B			tRNA
SPT5_T0_R1_peak_722	XIV	217324	217500	+	21	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-370	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
SPT5_T0_R1_peak_391	VII	785463	786038	+	21	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-313	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T0_R1_peak_517	XI	80486	80972	+	21	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-192	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
SPT5_T0_R1_peak_770	XV	69064	70213	+	21	NA	promoter-TSS (YOL133W)	protein_coding-promoter-TSS (YOL133W)	406	YOL135C	YOL135C	YOL135C			MED7			protein_coding
SPT5_T0_R1_peak_6	I	45398	45676	+	20	NA	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-362	YAL053W	YAL053W	YAL053W			FLC2			protein_coding
SPT5_T0_R1_peak_150	IV	914504	916334	+	20	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-111	YDR225W	YDR225W	YDR225W			HTA1			protein_coding
SPT5_T0_R1_peak_229	IX	336069	336369	+	20	NA	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	-7	YIL009C-A	YIL009C-A	YIL009C-A			EST3			protein_coding
SPT5_T0_R1_peak_487	X	521473	521871	+	20	NA	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-70	YJR045C	YJR045C	YJR045C			SSC1			protein_coding
SPT5_T0_R1_peak_106	IV	132835	133304	+	20	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-368	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
SPT5_T0_R1_peak_348	VII	254274	254583	+	20	NA	promoter-TSS (YGL135W)	protein_coding-promoter-TSS (YGL135W)	-213	YGL135W	YGL135W	YGL135W			RPL1B			protein_coding
SPT5_T0_R1_peak_602	XII	713221	713495	+	20	NA	promoter-TSS (YLR287C-A)	protein_coding-promoter-TSS (YLR287C-A)	-200	YLR287C-A	YLR287C-A	YLR287C-A			RPS30A			protein_coding
SPT5_T0_R1_peak_251	MT	73715	74318	+	20	NA	promoter-TSS (Q0255)	protein_coding-promoter-TSS (Q0255)	258	Q0250	Q0250	Q0250			COX2			protein_coding
SPT5_T0_R1_peak_279	V	266023	266510	+	20	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-481	YER055C	YER055C	YER055C			HIS1			protein_coding
SPT5_T0_R1_peak_865	XVI	296943	297322	+	20	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-421	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
SPT5_T0_R1_peak_699	XIII	886393	886779	+	20	NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-14	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
SPT5_T0_R1_peak_564	XII	40483	40730	+	20	NA	promoter-TSS (YLL049W)	protein_coding-promoter-TSS (YLL049W)	-60	YLL049W	YLL049W	YLL049W			LDB18			protein_coding
SPT5_T0_R1_peak_642	XIII	67703	68209	+	20	NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-18	snR85	snR85	snR85			snR85			snoRNA
SPT5_T0_R1_peak_494	X	608082	608270	+	20	NA	promoter-TSS (YJR094W-A)	protein_coding-promoter-TSS (YJR094W-A)	-129	YJR094W-A	YJR094W-A	YJR094W-A			RPL43B			protein_coding
SPT5_T0_R1_peak_44	II	370947	371345	+	20	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-447	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
SPT5_T0_R1_peak_344	VII	197239	198023	+	20	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-507	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T0_R1_peak_224	IX	310900	311159	+	20	NA	promoter-TSS (YIL022W)	protein_coding-promoter-TSS (YIL022W)	-136	YIL022W	YIL022W	YIL022W			TIM44			protein_coding
SPT5_T0_R1_peak_199	IV	1506871	1507503	+	20	NA	promoter-TSS (YDR536W)	protein_coding-promoter-TSS (YDR536W)	175	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
SPT5_T0_R1_peak_234	IX	381799	382442	+	20	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	172	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
SPT5_T0_R1_peak_39	II	251340	251620	+	20	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-464	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
SPT5_T0_R1_peak_630	XII	949419	950678	+	20	NA	TTS (YLR412C-A)	protein_coding-TTS (YLR412C-A)	425	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T0_R1_peak_571	XII	198175	199277	+	20	NA	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-58	snR30	snR30	snR30			snR30			snoRNA
SPT5_T0_R1_peak_579	XII	390490	390781	+	20	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-365	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
SPT5_T0_R1_peak_326	VI	204700	205194	+	20	NA	promoter-TSS (YFR025C)	protein_coding-promoter-TSS (YFR025C)	49	tA(AGC)F	tA(AGC)F	tA(AGC)F			tA(AGC)F			tRNA
SPT5_T0_R1_peak_38	II	236061	236587	+	20	NA	promoter-TSS (YBL002W)	protein_coding-promoter-TSS (YBL002W)	-168	YBL002W	YBL002W	YBL002W			HTB2			protein_coding
SPT5_T0_R1_peak_510	XI	24700	25426	+	20	NA	promoter-TSS (YKL216W)	protein_coding-promoter-TSS (YKL216W)	-152	YKL216W	YKL216W	YKL216W			URA1			protein_coding
SPT5_T0_R1_peak_339	VII	115389	115841	+	20	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	127	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
SPT5_T0_R1_peak_738	XIV	412355	412702	+	20	NA	promoter-TSS (YNL113W)	protein_coding-promoter-TSS (YNL113W)	-243	YNL113W	YNL113W	YNL113W			RPC19			protein_coding
SPT5_T0_R1_peak_236	IX	386484	386932	+	20	NA	Intergenic	Intergenic	-1007	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R1_peak_168	IV	1183134	1183502	+	20	NA	promoter-TSS (YDR353W)	protein_coding-promoter-TSS (YDR353W)	19	YDR353W	YDR353W	YDR353W			TRR1			protein_coding
SPT5_T0_R1_peak_259	V	42111	42330	+	20	NA	promoter-TSS (YEL059W)	protein_coding-promoter-TSS (YEL059W)	-267	YEL060C	YEL060C	YEL060C			PRB1			protein_coding
SPT5_T0_R1_peak_799	XV	479869	480044	+	20	NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-319	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
