Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NA	promoter-TSS (YGL053W)	protein_coding-promoter-TSS (YGL053W)	-305	tE(UUC)G2	tE(UUC)G2	tE(UUC)G2			tE(UUC)G2			tRNA
NA	promoter-TSS (tR(UCU)G1)	tRNA-promoter-TSS (tR(UCU)G1)	863	YGL051W	YGL051W	YGL051W			MST27			protein_coding
NA	promoter-TSS (YGL050W)	protein_coding-promoter-TSS (YGL050W)	103	tR(UCU)G1	tR(UCU)G1	tR(UCU)G1			tR(UCU)G1			tRNA
NA	promoter-TSS (YGL049C)	protein_coding-promoter-TSS (YGL049C)	-63	YGL049C	YGL049C	YGL049C			TIF4632			protein_coding
NA	promoter-TSS (tV(AAC)G1)	tRNA-promoter-TSS (tV(AAC)G1)	-675	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
NA	promoter-TSS (YGL040C)	protein_coding-promoter-TSS (YGL040C)	-505	YGL040C	YGL040C	YGL040C			HEM2			protein_coding
NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	-96	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
NA	promoter-TSS (YGL036W)	protein_coding-promoter-TSS (YGL036W)	-319	YGL037C	YGL037C	YGL037C			PNC1			protein_coding
NA	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	181	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-531	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
NA	promoter-TSS (YGL028C)	protein_coding-promoter-TSS (YGL028C)	-546	YGL028C	YGL028C	YGL028C			SCW11			protein_coding
NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-212	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
NA	promoter-TSS (YGL009C)	protein_coding-promoter-TSS (YGL009C)	-25	YGL009C	YGL009C	YGL009C			LEU1			protein_coding
NA	exon (YGL008C, exon 1 of 1)	protein_coding-exon (YGL008C, exon 1 of 1)	1723	YGL008C	YGL008C	YGL008C			PMA1			protein_coding
NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	377	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-683	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	480	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-563	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-726	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
NA	promoter-TSS (YGR028W)	protein_coding-promoter-TSS (YGR028W)	-81	tE(UUC)G3	tE(UUC)G3	tE(UUC)G3			tE(UUC)G3			tRNA
NA	promoter-TSS (snR46)	snoRNA-promoter-TSS (snR46)	-136	tD(GUC)G2	tD(GUC)G2	tD(GUC)G2			tD(GUC)G2			tRNA
NA	promoter-TSS (YGR030C)	protein_coding-promoter-TSS (YGR030C)	-48	YGR031W	YGR031W	YGR031W			IMO32			protein_coding
NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-187	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-389	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
NA	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	253	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-292	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
NA	promoter-TSS (tS(AGA)G)	tRNA-promoter-TSS (tS(AGA)G)	-29	tS(AGA)G	tS(AGA)G	tS(AGA)G			tS(AGA)G			tRNA
NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-709	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
NA	promoter-TSS (YGR043C)	protein_coding-promoter-TSS (YGR043C)	-305	YGR043C	YGR043C	YGR043C			NQM1			protein_coding
NA	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-142	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	6	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
NA	promoter-TSS (YGR053C)	protein_coding-promoter-TSS (YGR053C)	-236	YGR054W	YGR054W	YGR054W			YGR054W			protein_coding
NA	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-333	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	290	snR48	snR48	snR48			snR48			snoRNA
NA	promoter-TSS (YGR062C)	protein_coding-promoter-TSS (YGR062C)	13	YGR063C	YGR063C	YGR063C			SPT4			protein_coding
NA	promoter-TSS (YGR067C)	protein_coding-promoter-TSS (YGR067C)	-538	YGR068W-A	YGR068W-A	YGR068W-A			YGR068W-A			protein_coding
NA	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-141	YGR079W	YGR079W	YGR079W			YGR079W			protein_coding
NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-477	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
NA	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-171	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
NA	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	127	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-650	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
NA	promoter-TSS (YGR106C)	protein_coding-promoter-TSS (YGR106C)	-190	tL(GAG)G	tL(GAG)G	tL(GAG)G			tL(GAG)G			tRNA
NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	297	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	148	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
NA	TTS (YGR109W-A)	protein_coding-TTS (YGR109W-A)	1669	YGR109W-A	YGR109W-A	YGR109W-A			YGR109W-A			protein_coding
NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-219	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-38	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	323	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-307	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	116	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	799	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
NA	promoter-TSS (YGR141W)	protein_coding-promoter-TSS (YGR141W)	-48	YGR141W	YGR141W	YGR141W			VPS62			protein_coding
NA	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-329	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	198	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
NA	promoter-TSS (YGR144W)	protein_coding-promoter-TSS (YGR144W)	-95	YGR144W	YGR144W	YGR144W			THI4			protein_coding
NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-210	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
NA	promoter-TSS (YGR147C)	protein_coding-promoter-TSS (YGR147C)	-66	YGR147C	YGR147C	YGR147C			NAT2			protein_coding
NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-543	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
NA	promoter-TSS (YGR154C)	protein_coding-promoter-TSS (YGR154C)	-163	YGR155W	YGR155W	YGR155W			CYS4			protein_coding
NA	TTS (YGR161W-C)	protein_coding-TTS (YGR161W-C)	247	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	197	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
NA	promoter-TSS (YGR164W)	protein_coding-promoter-TSS (YGR164W)	-56	YGR164W	YGR164W	YGR164W			YGR164W			protein_coding
NA	promoter-TSS (YGR169C-A)	protein_coding-promoter-TSS (YGR169C-A)	-2	YGR170W	YGR170W	YGR170W			PSD2			protein_coding
NA	promoter-TSS (YGR175C)	protein_coding-promoter-TSS (YGR175C)	207	YGR176W	YGR176W	YGR176W			YGR176W			protein_coding
NA	promoter-TSS (YGR177C)	protein_coding-promoter-TSS (YGR177C)	-507	YGR177C	YGR177C	YGR177C			ATF2			protein_coding
NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	224	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
NA	promoter-TSS (YGR184C)	protein_coding-promoter-TSS (YGR184C)	-275	YGR184C	YGR184C	YGR184C			UBR1			protein_coding
NA	exon (YGR192C, exon 1 of 1)	protein_coding-exon (YGR192C, exon 1 of 1)	365	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-129	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
NA	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	218	YGR203W	YGR203W	YGR203W			YCH1			protein_coding
NA	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-238	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
NA	promoter-TSS (YGR210C)	protein_coding-promoter-TSS (YGR210C)	-195	YGR210C	YGR210C	YGR210C			YGR210C			protein_coding
NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-481	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
NA	promoter-TSS (YGR215W)	protein_coding-promoter-TSS (YGR215W)	-38	YGR215W	YGR215W	YGR215W			RSM27			protein_coding
NA	promoter-TSS (tG(GCC)G2)	tRNA-promoter-TSS (tG(GCC)G2)	-103	tG(GCC)G2	tG(GCC)G2	tG(GCC)G2			tG(GCC)G2			tRNA
NA	promoter-TSS (YGR221C)	protein_coding-promoter-TSS (YGR221C)	160	snR7-S	snR7-S	snR7-S			snR7-S			snRNA
NA	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-301	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
NA	promoter-TSS (YGR231C)	protein_coding-promoter-TSS (YGR231C)	-179	YGR232W	YGR232W	YGR232W			NAS6			protein_coding
NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-788	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
NA	promoter-TSS (YGR235C)	protein_coding-promoter-TSS (YGR235C)	-338	YGR235C	YGR235C	YGR235C			MIC26			protein_coding
NA	promoter-TSS (YGR238C)	protein_coding-promoter-TSS (YGR238C)	-569	YGR238C	YGR238C	YGR238C			KEL2			protein_coding
NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	233	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	194	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-669	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
NA	promoter-TSS (YGR250C)	protein_coding-promoter-TSS (YGR250C)	-504	YGR250C	YGR250C	YGR250C			YGR250C			protein_coding
NA	promoter-TSS (YGR251W)	protein_coding-promoter-TSS (YGR251W)	-318	YGR251W	YGR251W	YGR251W			NOP19			protein_coding
NA	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-321	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
NA	promoter-TSS (YGR258C)	protein_coding-promoter-TSS (YGR258C)	-810	YGR260W	YGR260W	YGR260W			TNA1			protein_coding
NA	promoter-TSS (YGR264C)	protein_coding-promoter-TSS (YGR264C)	-371	YGR264C	YGR264C	YGR264C			MES1			protein_coding
NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-195	YGR269W	YGR269W	YGR269W			YGR269W			protein_coding
NA	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-502	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-543	YGR280C	YGR280C	YGR280C			PXR1			protein_coding
NA	promoter-TSS (YGR284C)	protein_coding-promoter-TSS (YGR284C)	-354	YGR284C	YGR284C	YGR284C			ERV29			protein_coding
NA	promoter-TSS (YGR286C)	protein_coding-promoter-TSS (YGR286C)	-99	YGR286C	YGR286C	YGR286C			BIO2			protein_coding
NA	Intergenic	Intergenic	2461	YGR288W	YGR288W	YGR288W			MAL13			protein_coding
NA	promoter-TSS (YGR289C)	protein_coding-promoter-TSS (YGR289C)	339	YGR291C	YGR291C	YGR291C			YGR291C			protein_coding
NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-822	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
NA	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-595	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	608	YHL048C-A	YHL048C-A	YHL048C-A			YHL048C-A			protein_coding
NA	TTS (YHL041W)	protein_coding-TTS (YHL041W)	353	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
NA	TTS (YHL040C)	protein_coding-TTS (YHL040C)	915	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-384	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-378	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
NA	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	481	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
NA	promoter-TSS (YHL023C)	protein_coding-promoter-TSS (YHL023C)	-65	YHL023C	YHL023C	YHL023C			NPR3			protein_coding
NA	promoter-TSS (YHL021C)	protein_coding-promoter-TSS (YHL021C)	-11	YHL021C	YHL021C	YHL021C			AIM17			protein_coding
NA	promoter-TSS (YHL009C)	protein_coding-promoter-TSS (YHL009C)	42	tV(AAC)H	tV(AAC)H	tV(AAC)H			tV(AAC)H			tRNA
NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	141	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
NA	promoter-TSS (YHL001W)	protein_coding-promoter-TSS (YHL001W)	-280	YHL001W	YHL001W	YHL001W			RPL14B			protein_coding
NA	promoter-TSS (YHR004C)	protein_coding-promoter-TSS (YHR004C)	-200	YHR004C	YHR004C	YHR004C			NEM1			protein_coding
NA	promoter-TSS (YHR005C)	protein_coding-promoter-TSS (YHR005C)	238	YHR005C-A	YHR005C-A	YHR005C-A			TIM10			protein_coding
NA	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	421	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-323	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
NA	promoter-TSS (YHR015W)	protein_coding-promoter-TSS (YHR015W)	-94	tQ(UUG)H	tQ(UUG)H	tQ(UUG)H			tQ(UUG)H			tRNA
NA	promoter-TSS (YHR016C)	protein_coding-promoter-TSS (YHR016C)	-10	YHR016C	YHR016C	YHR016C			YSC84			protein_coding
NA	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-94	YHR020W	YHR020W	YHR020W			YHR020W			protein_coding
NA	promoter-TSS (tA(AGC)H)	tRNA-promoter-TSS (tA(AGC)H)	23	tA(AGC)H	tA(AGC)H	tA(AGC)H			tA(AGC)H			tRNA
NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-251	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	205	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
NA	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	-151	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
NA	promoter-TSS (YHR035W)	protein_coding-promoter-TSS (YHR035W)	615	YHR034C	YHR034C	YHR034C			PIH1			protein_coding
NA	promoter-TSS (YHR037W)	protein_coding-promoter-TSS (YHR037W)	-322	YHR037W	YHR037W	YHR037W			PUT2			protein_coding
NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-320	YHR041C	YHR041C	YHR041C			SRB2			protein_coding
NA	promoter-TSS (YHR048W)	protein_coding-promoter-TSS (YHR048W)	-72	YHR048W	YHR048W	YHR048W			YHK8			protein_coding
NA	promoter-TSS (YHR050W)	protein_coding-promoter-TSS (YHR050W)	198	YHR049W	YHR049W	YHR049W			FSH1			protein_coding
NA	promoter-TSS (YHR064C)	protein_coding-promoter-TSS (YHR064C)	-390	YHR064C	YHR064C	YHR064C			SSZ1			protein_coding
NA	promoter-TSS (YHR071W)	protein_coding-promoter-TSS (YHR071W)	272	YHR070C-A	YHR070C-A	YHR070C-A			YHR070C-A			protein_coding
NA	promoter-TSS (YHR077C)	protein_coding-promoter-TSS (YHR077C)	-272	YHR078W	YHR078W	YHR078W			YHR078W			protein_coding
NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-49	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
NA	promoter-TSS (YHR082C)	protein_coding-promoter-TSS (YHR082C)	-178	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
NA	promoter-TSS (YHR086W)	protein_coding-promoter-TSS (YHR086W)	450	YHR085W	YHR085W	YHR085W			IPI1			protein_coding
NA	promoter-TSS (YHR087W)	protein_coding-promoter-TSS (YHR087W)	18	YHR087W	YHR087W	YHR087W			RTC3			protein_coding
NA	promoter-TSS (YHR092C)	protein_coding-promoter-TSS (YHR092C)	323	YHR093W	YHR093W	YHR093W			AHT1			protein_coding
NA	promoter-TSS (YHR095W)	protein_coding-promoter-TSS (YHR095W)	621	YHR094C	YHR094C	YHR094C			HXT1			protein_coding
NA	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-531	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
NA	promoter-TSS (YHR097C)	protein_coding-promoter-TSS (YHR097C)	-257	YHR097C	YHR097C	YHR097C			YHR097C			protein_coding
NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-235	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
NA	TTS (YHR103W)	protein_coding-TTS (YHR103W)	120	YHR104W	YHR104W	YHR104W			GRE3			protein_coding
NA	promoter-TSS (YHR111W)	protein_coding-promoter-TSS (YHR111W)	-319	YHR111W	YHR111W	YHR111W			UBA4			protein_coding
NA	promoter-TSS (YHR112C)	protein_coding-promoter-TSS (YHR112C)	-11	YHR113W	YHR113W	YHR113W			APE4			protein_coding
NA	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	34	YHR116W	YHR116W	YHR116W			COX23			protein_coding
NA	TTS (YHR122W)	protein_coding-TTS (YHR122W)	196	YHR123W	YHR123W	YHR123W			EPT1			protein_coding
NA	promoter-TSS (YHR131C)	protein_coding-promoter-TSS (YHR131C)	-290	YHR131C	YHR131C	YHR131C			YHR131C			protein_coding
NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	77	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
NA	promoter-TSS (YHR138C)	protein_coding-promoter-TSS (YHR138C)	43	YHR138C	YHR138C	YHR138C			YHR138C			protein_coding
NA	promoter-TSS (YHR139C)	protein_coding-promoter-TSS (YHR139C)	549	YHR139C-A	YHR139C-A	YHR139C-A			YHR139C-A			protein_coding
NA	promoter-TSS (snR32)	snoRNA-promoter-TSS (snR32)	-65	snR32	snR32	snR32			snR32			snoRNA
NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-267	YHR142W	YHR142W	YHR142W			CHS7			protein_coding
NA	promoter-TSS (YHR143W)	protein_coding-promoter-TSS (YHR143W)	-507	YHR143W	YHR143W	YHR143W			DSE2			protein_coding
NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-96	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
NA	promoter-TSS (YHR147C)	protein_coding-promoter-TSS (YHR147C)	-9	YHR148W	YHR148W	YHR148W			IMP3			protein_coding
NA	promoter-TSS (YHR151C)	protein_coding-promoter-TSS (YHR151C)	-175	YHR151C	YHR151C	YHR151C			MTC6			protein_coding
NA	promoter-TSS (snR71)	snoRNA-promoter-TSS (snR71)	50	snR71	snR71	snR71			snR71			snoRNA
NA	promoter-TSS (YHR158C)	protein_coding-promoter-TSS (YHR158C)	83	YHR159W	YHR159W	YHR159W			TDA11			protein_coding
NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-343	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-249	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
NA	promoter-TSS (YHR173C)	protein_coding-promoter-TSS (YHR173C)	662	YHR174W	YHR174W	YHR174W			ENO2			protein_coding
NA	promoter-TSS (YHR177W)	protein_coding-promoter-TSS (YHR177W)	-752	YHR177W	YHR177W	YHR177W			YHR177W			protein_coding
NA	promoter-TSS (YHR179W)	protein_coding-promoter-TSS (YHR179W)	-683	YHR179W	YHR179W	YHR179W			OYE2			protein_coding
NA	promoter-TSS (YHR183W)	protein_coding-promoter-TSS (YHR183W)	-263	YHR183W	YHR183W	YHR183W			GND1			protein_coding
NA	promoter-TSS (YHR188C)	protein_coding-promoter-TSS (YHR188C)	249	YHR189W	YHR189W	YHR189W			PTH1			protein_coding
NA	promoter-TSS (YHR193C)	protein_coding-promoter-TSS (YHR193C)	-80	YHR194W	YHR194W	YHR194W			MDM31			protein_coding
NA	promoter-TSS (YHR195W)	protein_coding-promoter-TSS (YHR195W)	-363	YHR195W	YHR195W	YHR195W			NVJ1			protein_coding
NA	promoter-TSS (YHR198C)	protein_coding-promoter-TSS (YHR198C)	-248	YHR198C	YHR198C	YHR198C			AIM18			protein_coding
NA	promoter-TSS (YHR199C)	protein_coding-promoter-TSS (YHR199C)	132	YHR199C-A	YHR199C-A	YHR199C-A			NBL1			protein_coding
NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-331	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-488	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	172	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
NA	exon (YHR214C-B, exon 1 of 2)	protein_coding-exon (YHR214C-B, exon 1 of 2)	188	YHR214C-B	YHR214C-B	YHR214C-B			YHR214C-B			protein_coding
NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	421	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
NA	promoter-TSS (YHR219C-A)	protein_coding-promoter-TSS (YHR219C-A)	-730	YHR219C-A	YHR219C-A	YHR219C-A			YHR219C-A			protein_coding
NA	promoter-TSS (YJL213W)	protein_coding-promoter-TSS (YJL213W)	-910	YJL213W	YJL213W	YJL213W			YJL213W			protein_coding
NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	59	YJL210W	YJL210W	YJL210W			PEX2			protein_coding
NA	promoter-TSS (YJL200C)	protein_coding-promoter-TSS (YJL200C)	-117	YJL200C	YJL200C	YJL200C			ACO2			protein_coding
NA	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-325	YJL199C	YJL199C	YJL199C			MBB1			protein_coding
NA	promoter-TSS (YJL194W)	protein_coding-promoter-TSS (YJL194W)	-262	YJL196C	YJL196C	YJL196C			ELO1			protein_coding
NA	promoter-TSS (YJL191W)	protein_coding-promoter-TSS (YJL191W)	13	YJL191W	YJL191W	YJL191W			RPS14B			protein_coding
NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	253	YJL190C	YJL190C	YJL190C			RPS22A			protein_coding
NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-306	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-172	YJL185C	YJL185C	YJL185C			ATG36			protein_coding
NA	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-215	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
NA	promoter-TSS (YJL174W)	protein_coding-promoter-TSS (YJL174W)	-274	YJL176C	YJL176C	YJL176C			SWI3			protein_coding
NA	promoter-TSS (YJL167W)	protein_coding-promoter-TSS (YJL167W)	-282	YJL167W	YJL167W	YJL167W			ERG20			protein_coding
NA	promoter-TSS (YJL164C)	protein_coding-promoter-TSS (YJL164C)	-315	YJL164C	YJL164C	YJL164C			TPK1			protein_coding
NA	promoter-TSS (YJL164C)	protein_coding-promoter-TSS (YJL164C)	-594	YJL164C	YJL164C	YJL164C			TPK1			protein_coding
NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-104	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
NA	exon (YJL159W, exon 1 of 1)	protein_coding-exon (YJL159W, exon 1 of 1)	188	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-318	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	154	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
